current_date_formatted,current_label_en,current_death
18.05.2020,Donetska,4
19.05.2020,Donetska,4
20.05.2020,Donetska,4
21.05.2020,Donetska,4
22.05.2020,Donetska,4
23.05.2020,Donetska,4
24.05.2020,Donetska,4
25.05.2020,Donetska,4
26.05.2020,Donetska,4
27.05.2020,Donetska,4
28.05.2020,Donetska,4
29.05.2020,Donetska,4
30.05.2020,Donetska,4
31.05.2020,Donetska,4
01.06.2020,Donetska,4
02.06.2020,Donetska,4
03.06.2020,Donetska,5
04.06.2020,Donetska,5
05.06.2020,Donetska,5
06.06.2020,Donetska,5
07.06.2020,Donetska,5
08.06.2020,Donetska,6
09.06.2020,Donetska,6
10.06.2020,Donetska,6
11.06.2020,Donetska,6
12.06.2020,Donetska,6
13.06.2020,Donetska,6
14.06.2020,Donetska,6
15.06.2020,Donetska,6
16.06.2020,Donetska,6
17.06.2020,Donetska,8
18.06.2020,Donetska,8
19.06.2020,Donetska,8
20.06.2020,Donetska,8
21.06.2020,Donetska,8
22.06.2020,Donetska,8
23.06.2020,Donetska,8
24.06.2020,Donetska,8
25.06.2020,Donetska,8
26.06.2020,Donetska,9
27.06.2020,Donetska,9
28.06.2020,Donetska,9
29.06.2020,Donetska,9
30.06.2020,Donetska,9
01.07.2020,Donetska,9
02.07.2020,Donetska,9
03.07.2020,Donetska,9
04.07.2020,Donetska,10
05.07.2020,Donetska,10
06.07.2020,Donetska,10
07.07.2020,Donetska,10
08.07.2020,Donetska,10
09.07.2020,Donetska,10
10.07.2020,Donetska,10
11.07.2020,Donetska,10
12.07.2020,Donetska,10
13.07.2020,Donetska,10
14.07.2020,Donetska,10
15.07.2020,Donetska,10
16.07.2020,Donetska,10
17.07.2020,Donetska,10
18.07.2020,Donetska,10
19.07.2020,Donetska,10
20.07.2020,Donetska,10
21.07.2020,Donetska,11
22.07.2020,Donetska,11
23.07.2020,Donetska,11
24.07.2020,Donetska,11
25.07.2020,Donetska,11
26.07.2020,Donetska,12
27.07.2020,Donetska,12
28.07.2020,Donetska,12
29.07.2020,Donetska,12
30.07.2020,Donetska,12
31.07.2020,Donetska,12
01.08.2020,Donetska,12
02.08.2020,Donetska,12
03.08.2020,Donetska,12
04.08.2020,Donetska,12
05.08.2020,Donetska,12
06.08.2020,Donetska,13
07.08.2020,Donetska,13
08.08.2020,Donetska,13
09.08.2020,Donetska,13
10.08.2020,Donetska,13
11.08.2020,Donetska,13
12.08.2020,Donetska,13
13.08.2020,Donetska,13
14.08.2020,Donetska,15
15.08.2020,Donetska,15
16.08.2020,Donetska,15
17.08.2020,Donetska,15
18.08.2020,Donetska,15
19.08.2020,Donetska,15
20.08.2020,Donetska,16
21.08.2020,Donetska,17
22.08.2020,Donetska,19
23.08.2020,Donetska,19
24.08.2020,Donetska,19
25.08.2020,Donetska,20
26.08.2020,Donetska,20
27.08.2020,Donetska,20
28.08.2020,Donetska,20
29.08.2020,Donetska,20
30.08.2020,Donetska,21
31.08.2020,Donetska,21
01.09.2020,Donetska,21
02.09.2020,Donetska,21
03.09.2020,Donetska,23
04.09.2020,Donetska,24
05.09.2020,Donetska,24
06.09.2020,Donetska,24
07.09.2020,Donetska,24
08.09.2020,Donetska,26
09.09.2020,Donetska,27
10.09.2020,Donetska,27
11.09.2020,Donetska,27
12.09.2020,Donetska,31
13.09.2020,Donetska,32
14.09.2020,Donetska,32
15.09.2020,Donetska,32
16.09.2020,Donetska,33
17.09.2020,Donetska,35
18.09.2020,Donetska,35
19.09.2020,Donetska,35
20.09.2020,Donetska,43
21.09.2020,Donetska,43
22.09.2020,Donetska,52
13.03.2020,Ivano-Frankivska,0
14.03.2020,Ivano-Frankivska,0
15.03.2020,Ivano-Frankivska,0
16.03.2020,Ivano-Frankivska,0
17.03.2020,Ivano-Frankivska,0
18.03.2020,Ivano-Frankivska,0
19.03.2020,Ivano-Frankivska,1
20.03.2020,Ivano-Frankivska,1
21.03.2020,Ivano-Frankivska,1
22.03.2020,Ivano-Frankivska,1
23.03.2020,Ivano-Frankivska,1
24.03.2020,Ivano-Frankivska,1
25.03.2020,Ivano-Frankivska,2
26.03.2020,Ivano-Frankivska,2
27.03.2020,Ivano-Frankivska,2
28.03.2020,Ivano-Frankivska,3
29.03.2020,Ivano-Frankivska,3
30.03.2020,Ivano-Frankivska,3
31.03.2020,Ivano-Frankivska,3
01.04.2020,Ivano-Frankivska,5
02.04.2020,Ivano-Frankivska,5
03.04.2020,Ivano-Frankivska,6
04.04.2020,Ivano-Frankivska,6
05.04.2020,Ivano-Frankivska,7
06.04.2020,Ivano-Frankivska,7
07.04.2020,Ivano-Frankivska,9
08.04.2020,Ivano-Frankivska,13
09.04.2020,Ivano-Frankivska,15
10.04.2020,Ivano-Frankivska,17
11.04.2020,Ivano-Frankivska,17
12.04.2020,Ivano-Frankivska,21
13.04.2020,Ivano-Frankivska,24
14.04.2020,Ivano-Frankivska,26
15.04.2020,Ivano-Frankivska,27
16.04.2020,Ivano-Frankivska,31
17.04.2020,Ivano-Frankivska,34
18.04.2020,Ivano-Frankivska,36
19.04.2020,Ivano-Frankivska,37
20.04.2020,Ivano-Frankivska,37
21.04.2020,Ivano-Frankivska,37
22.04.2020,Ivano-Frankivska,40
23.04.2020,Ivano-Frankivska,43
24.04.2020,Ivano-Frankivska,45
25.04.2020,Ivano-Frankivska,46
26.04.2020,Ivano-Frankivska,47
27.04.2020,Ivano-Frankivska,47
28.04.2020,Ivano-Frankivska,49
29.04.2020,Ivano-Frankivska,50
30.04.2020,Ivano-Frankivska,50
01.05.2020,Ivano-Frankivska,51
02.05.2020,Ivano-Frankivska,53
03.05.2020,Ivano-Frankivska,54
04.05.2020,Ivano-Frankivska,56
05.05.2020,Ivano-Frankivska,57
06.05.2020,Ivano-Frankivska,59
07.05.2020,Ivano-Frankivska,59
08.05.2020,Ivano-Frankivska,60
09.05.2020,Ivano-Frankivska,61
10.05.2020,Ivano-Frankivska,61
11.05.2020,Ivano-Frankivska,61
12.05.2020,Ivano-Frankivska,62
13.05.2020,Ivano-Frankivska,63
14.05.2020,Ivano-Frankivska,65
15.05.2020,Ivano-Frankivska,67
16.05.2020,Ivano-Frankivska,68
17.05.2020,Ivano-Frankivska,68
18.05.2020,Ivano-Frankivska,68
19.05.2020,Ivano-Frankivska,70
20.05.2020,Ivano-Frankivska,71
21.05.2020,Ivano-Frankivska,73
22.05.2020,Ivano-Frankivska,73
23.05.2020,Ivano-Frankivska,73
24.05.2020,Ivano-Frankivska,74
25.05.2020,Ivano-Frankivska,74
26.05.2020,Ivano-Frankivska,74
27.05.2020,Ivano-Frankivska,75
28.05.2020,Ivano-Frankivska,75
29.05.2020,Ivano-Frankivska,78
30.05.2020,Ivano-Frankivska,79
31.05.2020,Ivano-Frankivska,81
01.06.2020,Ivano-Frankivska,81
02.06.2020,Ivano-Frankivska,83
03.06.2020,Ivano-Frankivska,83
04.06.2020,Ivano-Frankivska,84
05.06.2020,Ivano-Frankivska,85
06.06.2020,Ivano-Frankivska,86
07.06.2020,Ivano-Frankivska,87
08.06.2020,Ivano-Frankivska,88
09.06.2020,Ivano-Frankivska,88
10.06.2020,Ivano-Frankivska,89
11.06.2020,Ivano-Frankivska,90
12.06.2020,Ivano-Frankivska,90
13.06.2020,Ivano-Frankivska,90
14.06.2020,Ivano-Frankivska,90
15.06.2020,Ivano-Frankivska,91
16.06.2020,Ivano-Frankivska,91
17.06.2020,Ivano-Frankivska,92
18.06.2020,Ivano-Frankivska,92
19.06.2020,Ivano-Frankivska,94
20.06.2020,Ivano-Frankivska,95
21.06.2020,Ivano-Frankivska,96
22.06.2020,Ivano-Frankivska,97
23.06.2020,Ivano-Frankivska,97
24.06.2020,Ivano-Frankivska,97
25.06.2020,Ivano-Frankivska,98
26.06.2020,Ivano-Frankivska,99
27.06.2020,Ivano-Frankivska,100
28.06.2020,Ivano-Frankivska,101
29.06.2020,Ivano-Frankivska,101
30.06.2020,Ivano-Frankivska,101
01.07.2020,Ivano-Frankivska,101
02.07.2020,Ivano-Frankivska,102
03.07.2020,Ivano-Frankivska,103
04.07.2020,Ivano-Frankivska,103
05.07.2020,Ivano-Frankivska,103
06.07.2020,Ivano-Frankivska,103
07.07.2020,Ivano-Frankivska,104
08.07.2020,Ivano-Frankivska,105
09.07.2020,Ivano-Frankivska,106
10.07.2020,Ivano-Frankivska,107
11.07.2020,Ivano-Frankivska,109
12.07.2020,Ivano-Frankivska,109
13.07.2020,Ivano-Frankivska,109
14.07.2020,Ivano-Frankivska,111
15.07.2020,Ivano-Frankivska,113
16.07.2020,Ivano-Frankivska,116
17.07.2020,Ivano-Frankivska,119
18.07.2020,Ivano-Frankivska,120
19.07.2020,Ivano-Frankivska,120
20.07.2020,Ivano-Frankivska,121
21.07.2020,Ivano-Frankivska,123
22.07.2020,Ivano-Frankivska,125
23.07.2020,Ivano-Frankivska,127
24.07.2020,Ivano-Frankivska,130
25.07.2020,Ivano-Frankivska,132
26.07.2020,Ivano-Frankivska,132
27.07.2020,Ivano-Frankivska,134
28.07.2020,Ivano-Frankivska,135
29.07.2020,Ivano-Frankivska,136
30.07.2020,Ivano-Frankivska,136
31.07.2020,Ivano-Frankivska,138
01.08.2020,Ivano-Frankivska,141
02.08.2020,Ivano-Frankivska,141
03.08.2020,Ivano-Frankivska,141
04.08.2020,Ivano-Frankivska,143
05.08.2020,Ivano-Frankivska,145
06.08.2020,Ivano-Frankivska,148
07.08.2020,Ivano-Frankivska,150
08.08.2020,Ivano-Frankivska,153
09.08.2020,Ivano-Frankivska,155
10.08.2020,Ivano-Frankivska,156
11.08.2020,Ivano-Frankivska,158
12.08.2020,Ivano-Frankivska,160
13.08.2020,Ivano-Frankivska,163
14.08.2020,Ivano-Frankivska,165
15.08.2020,Ivano-Frankivska,167
16.08.2020,Ivano-Frankivska,167
17.08.2020,Ivano-Frankivska,171
18.08.2020,Ivano-Frankivska,174
19.08.2020,Ivano-Frankivska,177
20.08.2020,Ivano-Frankivska,181
21.08.2020,Ivano-Frankivska,185
22.08.2020,Ivano-Frankivska,188
23.08.2020,Ivano-Frankivska,190
24.08.2020,Ivano-Frankivska,192
25.08.2020,Ivano-Frankivska,196
26.08.2020,Ivano-Frankivska,200
27.08.2020,Ivano-Frankivska,204
28.08.2020,Ivano-Frankivska,208
29.08.2020,Ivano-Frankivska,212
30.08.2020,Ivano-Frankivska,214
31.08.2020,Ivano-Frankivska,215
01.09.2020,Ivano-Frankivska,219
02.09.2020,Ivano-Frankivska,222
03.09.2020,Ivano-Frankivska,227
04.09.2020,Ivano-Frankivska,231
05.09.2020,Ivano-Frankivska,235
06.09.2020,Ivano-Frankivska,239
07.09.2020,Ivano-Frankivska,242
08.09.2020,Ivano-Frankivska,244
09.09.2020,Ivano-Frankivska,247
10.09.2020,Ivano-Frankivska,250
11.09.2020,Ivano-Frankivska,253
12.09.2020,Ivano-Frankivska,257
13.09.2020,Ivano-Frankivska,261
14.09.2020,Ivano-Frankivska,261
15.09.2020,Ivano-Frankivska,265
16.09.2020,Ivano-Frankivska,269
17.09.2020,Ivano-Frankivska,273
18.09.2020,Ivano-Frankivska,274
19.09.2020,Ivano-Frankivska,277
20.09.2020,Ivano-Frankivska,277
21.09.2020,Ivano-Frankivska,280
22.09.2020,Ivano-Frankivska,284
13.03.2020,Kharkivska,0
14.03.2020,Kharkivska,0
15.03.2020,Kharkivska,0
16.03.2020,Kharkivska,0
17.03.2020,Kharkivska,0
18.03.2020,Kharkivska,0
19.03.2020,Kharkivska,0
20.03.2020,Kharkivska,0
21.03.2020,Kharkivska,0
22.03.2020,Kharkivska,0
23.03.2020,Kharkivska,0
24.03.2020,Kharkivska,0
25.03.2020,Kharkivska,0
26.03.2020,Kharkivska,0
27.03.2020,Kharkivska,0
28.03.2020,Kharkivska,0
29.03.2020,Kharkivska,0
30.03.2020,Kharkivska,0
31.03.2020,Kharkivska,0
01.04.2020,Kharkivska,0
02.04.2020,Kharkivska,0
03.04.2020,Kharkivska,0
04.04.2020,Kharkivska,0
05.04.2020,Kharkivska,0
06.04.2020,Kharkivska,0
07.04.2020,Kharkivska,0
08.04.2020,Kharkivska,0
09.04.2020,Kharkivska,0
10.04.2020,Kharkivska,0
11.04.2020,Kharkivska,0
12.04.2020,Kharkivska,0
13.04.2020,Kharkivska,0
14.04.2020,Kharkivska,0
15.04.2020,Kharkivska,1
16.04.2020,Kharkivska,1
17.04.2020,Kharkivska,1
18.04.2020,Kharkivska,1
19.04.2020,Kharkivska,1
20.04.2020,Kharkivska,1
21.04.2020,Kharkivska,1
22.04.2020,Kharkivska,2
23.04.2020,Kharkivska,2
24.04.2020,Kharkivska,2
25.04.2020,Kharkivska,2
26.04.2020,Kharkivska,2
27.04.2020,Kharkivska,4
28.04.2020,Kharkivska,4
29.04.2020,Kharkivska,4
30.04.2020,Kharkivska,4
01.05.2020,Kharkivska,4
02.05.2020,Kharkivska,6
03.05.2020,Kharkivska,6
04.05.2020,Kharkivska,9
05.05.2020,Kharkivska,10
06.05.2020,Kharkivska,10
07.05.2020,Kharkivska,10
08.05.2020,Kharkivska,11
09.05.2020,Kharkivska,14
10.05.2020,Kharkivska,16
11.05.2020,Kharkivska,19
12.05.2020,Kharkivska,19
13.05.2020,Kharkivska,20
14.05.2020,Kharkivska,21
15.05.2020,Kharkivska,23
16.05.2020,Kharkivska,26
17.05.2020,Kharkivska,29
18.05.2020,Kharkivska,30
19.05.2020,Kharkivska,30
20.05.2020,Kharkivska,32
21.05.2020,Kharkivska,32
22.05.2020,Kharkivska,33
23.05.2020,Kharkivska,36
24.05.2020,Kharkivska,38
25.05.2020,Kharkivska,38
26.05.2020,Kharkivska,38
27.05.2020,Kharkivska,41
28.05.2020,Kharkivska,42
29.05.2020,Kharkivska,43
30.05.2020,Kharkivska,45
31.05.2020,Kharkivska,47
01.06.2020,Kharkivska,47
02.06.2020,Kharkivska,48
03.06.2020,Kharkivska,48
04.06.2020,Kharkivska,49
05.06.2020,Kharkivska,51
06.06.2020,Kharkivska,51
07.06.2020,Kharkivska,52
08.06.2020,Kharkivska,52
09.06.2020,Kharkivska,54
10.06.2020,Kharkivska,54
11.06.2020,Kharkivska,55
12.06.2020,Kharkivska,57
13.06.2020,Kharkivska,57
14.06.2020,Kharkivska,58
15.06.2020,Kharkivska,59
16.06.2020,Kharkivska,62
17.06.2020,Kharkivska,62
18.06.2020,Kharkivska,66
19.06.2020,Kharkivska,66
20.06.2020,Kharkivska,68
21.06.2020,Kharkivska,69
22.06.2020,Kharkivska,69
23.06.2020,Kharkivska,69
24.06.2020,Kharkivska,71
25.06.2020,Kharkivska,71
26.06.2020,Kharkivska,74
27.06.2020,Kharkivska,75
28.06.2020,Kharkivska,78
29.06.2020,Kharkivska,80
30.06.2020,Kharkivska,80
01.07.2020,Kharkivska,83
02.07.2020,Kharkivska,84
03.07.2020,Kharkivska,87
04.07.2020,Kharkivska,90
05.07.2020,Kharkivska,93
06.07.2020,Kharkivska,93
07.07.2020,Kharkivska,94
08.07.2020,Kharkivska,99
09.07.2020,Kharkivska,101
10.07.2020,Kharkivska,102
11.07.2020,Kharkivska,103
12.07.2020,Kharkivska,105
13.07.2020,Kharkivska,109
14.07.2020,Kharkivska,111
15.07.2020,Kharkivska,111
16.07.2020,Kharkivska,114
17.07.2020,Kharkivska,114
18.07.2020,Kharkivska,116
19.07.2020,Kharkivska,117
20.07.2020,Kharkivska,118
21.07.2020,Kharkivska,118
22.07.2020,Kharkivska,119
23.07.2020,Kharkivska,120
24.07.2020,Kharkivska,121
25.07.2020,Kharkivska,121
26.07.2020,Kharkivska,122
27.07.2020,Kharkivska,122
28.07.2020,Kharkivska,122
29.07.2020,Kharkivska,124
30.07.2020,Kharkivska,127
31.07.2020,Kharkivska,127
01.08.2020,Kharkivska,127
02.08.2020,Kharkivska,132
03.08.2020,Kharkivska,132
04.08.2020,Kharkivska,134
05.08.2020,Kharkivska,136
06.08.2020,Kharkivska,136
07.08.2020,Kharkivska,138
08.08.2020,Kharkivska,141
09.08.2020,Kharkivska,142
10.08.2020,Kharkivska,144
11.08.2020,Kharkivska,146
12.08.2020,Kharkivska,150
13.08.2020,Kharkivska,151
14.08.2020,Kharkivska,155
15.08.2020,Kharkivska,159
16.08.2020,Kharkivska,159
17.08.2020,Kharkivska,161
18.08.2020,Kharkivska,162
19.08.2020,Kharkivska,166
20.08.2020,Kharkivska,171
21.08.2020,Kharkivska,173
22.08.2020,Kharkivska,177
23.08.2020,Kharkivska,180
24.08.2020,Kharkivska,181
25.08.2020,Kharkivska,186
26.08.2020,Kharkivska,191
27.08.2020,Kharkivska,196
28.08.2020,Kharkivska,197
29.08.2020,Kharkivska,199
30.08.2020,Kharkivska,203
31.08.2020,Kharkivska,204
01.09.2020,Kharkivska,207
02.09.2020,Kharkivska,213
03.09.2020,Kharkivska,218
04.09.2020,Kharkivska,220
05.09.2020,Kharkivska,225
06.09.2020,Kharkivska,231
07.09.2020,Kharkivska,235
08.09.2020,Kharkivska,241
09.09.2020,Kharkivska,245
10.09.2020,Kharkivska,251
11.09.2020,Kharkivska,257
12.09.2020,Kharkivska,263
13.09.2020,Kharkivska,266
14.09.2020,Kharkivska,272
15.09.2020,Kharkivska,275
16.09.2020,Kharkivska,282
17.09.2020,Kharkivska,287
18.09.2020,Kharkivska,291
19.09.2020,Kharkivska,295
20.09.2020,Kharkivska,300
21.09.2020,Kharkivska,301
22.09.2020,Kharkivska,308
13.03.2020,Khersonska,0
14.03.2020,Khersonska,0
15.03.2020,Khersonska,0
16.03.2020,Khersonska,0
17.03.2020,Khersonska,0
18.03.2020,Khersonska,0
19.03.2020,Khersonska,0
20.03.2020,Khersonska,0
21.03.2020,Khersonska,0
22.03.2020,Khersonska,0
23.03.2020,Khersonska,0
24.03.2020,Khersonska,0
25.03.2020,Khersonska,0
26.03.2020,Khersonska,0
27.03.2020,Khersonska,0
28.03.2020,Khersonska,0
29.03.2020,Khersonska,0
30.03.2020,Khersonska,0
31.03.2020,Khersonska,0
01.04.2020,Khersonska,0
02.04.2020,Khersonska,0
03.04.2020,Khersonska,1
04.04.2020,Khersonska,1
05.04.2020,Khersonska,1
06.04.2020,Khersonska,1
07.04.2020,Khersonska,1
08.04.2020,Khersonska,1
09.04.2020,Khersonska,1
10.04.2020,Khersonska,1
11.04.2020,Khersonska,1
12.04.2020,Khersonska,1
13.04.2020,Khersonska,1
14.04.2020,Khersonska,1
15.04.2020,Khersonska,1
16.04.2020,Khersonska,1
17.04.2020,Khersonska,1
18.04.2020,Khersonska,1
19.04.2020,Khersonska,1
20.04.2020,Khersonska,1
21.04.2020,Khersonska,1
22.04.2020,Khersonska,1
23.04.2020,Khersonska,1
24.04.2020,Khersonska,1
25.04.2020,Khersonska,1
26.04.2020,Khersonska,1
27.04.2020,Khersonska,1
28.04.2020,Khersonska,1
29.04.2020,Khersonska,1
30.04.2020,Khersonska,2
01.05.2020,Khersonska,2
02.05.2020,Khersonska,2
03.05.2020,Khersonska,2
04.05.2020,Khersonska,2
05.05.2020,Khersonska,2
06.05.2020,Khersonska,2
07.05.2020,Khersonska,2
08.05.2020,Khersonska,2
09.05.2020,Khersonska,2
10.05.2020,Khersonska,2
11.05.2020,Khersonska,2
12.05.2020,Khersonska,2
13.05.2020,Khersonska,2
14.05.2020,Khersonska,2
15.05.2020,Khersonska,2
16.05.2020,Khersonska,2
17.05.2020,Khersonska,2
18.05.2020,Khersonska,2
19.05.2020,Khersonska,2
20.05.2020,Khersonska,2
21.05.2020,Khersonska,2
22.05.2020,Khersonska,2
23.05.2020,Khersonska,2
24.05.2020,Khersonska,2
25.05.2020,Khersonska,2
26.05.2020,Khersonska,2
27.05.2020,Khersonska,3
28.05.2020,Khersonska,3
29.05.2020,Khersonska,3
30.05.2020,Khersonska,3
31.05.2020,Khersonska,3
01.06.2020,Khersonska,3
02.06.2020,Khersonska,3
03.06.2020,Khersonska,3
04.06.2020,Khersonska,3
05.06.2020,Khersonska,3
06.06.2020,Khersonska,3
07.06.2020,Khersonska,3
08.06.2020,Khersonska,3
09.06.2020,Khersonska,3
10.06.2020,Khersonska,3
11.06.2020,Khersonska,3
12.06.2020,Khersonska,3
13.06.2020,Khersonska,3
14.06.2020,Khersonska,3
15.06.2020,Khersonska,3
16.06.2020,Khersonska,3
17.06.2020,Khersonska,3
18.06.2020,Khersonska,3
19.06.2020,Khersonska,3
20.06.2020,Khersonska,3
21.06.2020,Khersonska,3
22.06.2020,Khersonska,3
23.06.2020,Khersonska,3
24.06.2020,Khersonska,3
25.06.2020,Khersonska,3
26.06.2020,Khersonska,3
27.06.2020,Khersonska,3
28.06.2020,Khersonska,3
29.06.2020,Khersonska,3
30.06.2020,Khersonska,3
01.07.2020,Khersonska,3
02.07.2020,Khersonska,3
03.07.2020,Khersonska,3
04.07.2020,Khersonska,3
05.07.2020,Khersonska,3
06.07.2020,Khersonska,3
07.07.2020,Khersonska,3
08.07.2020,Khersonska,3
09.07.2020,Khersonska,3
10.07.2020,Khersonska,3
11.07.2020,Khersonska,3
12.07.2020,Khersonska,3
13.07.2020,Khersonska,3
14.07.2020,Khersonska,3
15.07.2020,Khersonska,3
16.07.2020,Khersonska,3
17.07.2020,Khersonska,3
18.07.2020,Khersonska,3
19.07.2020,Khersonska,3
20.07.2020,Khersonska,3
21.07.2020,Khersonska,3
22.07.2020,Khersonska,3
23.07.2020,Khersonska,3
24.07.2020,Khersonska,3
25.07.2020,Khersonska,3
26.07.2020,Khersonska,3
27.07.2020,Khersonska,3
28.07.2020,Khersonska,3
29.07.2020,Khersonska,3
30.07.2020,Khersonska,3
31.07.2020,Khersonska,3
01.08.2020,Khersonska,3
02.08.2020,Khersonska,3
03.08.2020,Khersonska,3
04.08.2020,Khersonska,3
05.08.2020,Khersonska,3
06.08.2020,Khersonska,3
07.08.2020,Khersonska,3
08.08.2020,Khersonska,4
09.08.2020,Khersonska,4
10.08.2020,Khersonska,4
11.08.2020,Khersonska,5
12.08.2020,Khersonska,5
13.08.2020,Khersonska,5
14.08.2020,Khersonska,5
15.08.2020,Khersonska,5
16.08.2020,Khersonska,5
17.08.2020,Khersonska,6
18.08.2020,Khersonska,6
19.08.2020,Khersonska,6
20.08.2020,Khersonska,7
21.08.2020,Khersonska,7
22.08.2020,Khersonska,7
23.08.2020,Khersonska,7
24.08.2020,Khersonska,8
25.08.2020,Khersonska,8
26.08.2020,Khersonska,9
27.08.2020,Khersonska,9
28.08.2020,Khersonska,9
29.08.2020,Khersonska,11
30.08.2020,Khersonska,11
31.08.2020,Khersonska,12
01.09.2020,Khersonska,12
02.09.2020,Khersonska,13
03.09.2020,Khersonska,13
04.09.2020,Khersonska,13
05.09.2020,Khersonska,13
06.09.2020,Khersonska,14
07.09.2020,Khersonska,14
08.09.2020,Khersonska,14
09.09.2020,Khersonska,14
10.09.2020,Khersonska,14
11.09.2020,Khersonska,14
12.09.2020,Khersonska,16
13.09.2020,Khersonska,17
14.09.2020,Khersonska,17
15.09.2020,Khersonska,17
16.09.2020,Khersonska,17
17.09.2020,Khersonska,19
18.09.2020,Khersonska,20
19.09.2020,Khersonska,20
20.09.2020,Khersonska,20
21.09.2020,Khersonska,20
22.09.2020,Khersonska,20
13.03.2020,Khmelnytska,0
14.03.2020,Khmelnytska,0
15.03.2020,Khmelnytska,0
16.03.2020,Khmelnytska,0
17.03.2020,Khmelnytska,0
18.03.2020,Khmelnytska,0
19.03.2020,Khmelnytska,0
20.03.2020,Khmelnytska,0
21.03.2020,Khmelnytska,0
22.03.2020,Khmelnytska,0
23.03.2020,Khmelnytska,0
24.03.2020,Khmelnytska,0
25.03.2020,Khmelnytska,0
26.03.2020,Khmelnytska,0
27.03.2020,Khmelnytska,0
28.03.2020,Khmelnytska,0
29.03.2020,Khmelnytska,0
30.03.2020,Khmelnytska,0
31.03.2020,Khmelnytska,0
01.04.2020,Khmelnytska,0
02.04.2020,Khmelnytska,0
03.04.2020,Khmelnytska,0
04.04.2020,Khmelnytska,0
05.04.2020,Khmelnytska,0
06.04.2020,Khmelnytska,0
07.04.2020,Khmelnytska,0
08.04.2020,Khmelnytska,0
09.04.2020,Khmelnytska,0
10.04.2020,Khmelnytska,0
11.04.2020,Khmelnytska,1
12.04.2020,Khmelnytska,2
13.04.2020,Khmelnytska,2
14.04.2020,Khmelnytska,2
15.04.2020,Khmelnytska,2
16.04.2020,Khmelnytska,2
17.04.2020,Khmelnytska,2
18.04.2020,Khmelnytska,2
19.04.2020,Khmelnytska,2
20.04.2020,Khmelnytska,2
21.04.2020,Khmelnytska,3
22.04.2020,Khmelnytska,4
23.04.2020,Khmelnytska,5
24.04.2020,Khmelnytska,5
25.04.2020,Khmelnytska,5
26.04.2020,Khmelnytska,5
27.04.2020,Khmelnytska,5
28.04.2020,Khmelnytska,5
29.04.2020,Khmelnytska,5
30.04.2020,Khmelnytska,5
01.05.2020,Khmelnytska,5
02.05.2020,Khmelnytska,5
03.05.2020,Khmelnytska,5
04.05.2020,Khmelnytska,6
05.05.2020,Khmelnytska,6
06.05.2020,Khmelnytska,7
07.05.2020,Khmelnytska,7
08.05.2020,Khmelnytska,7
09.05.2020,Khmelnytska,7
10.05.2020,Khmelnytska,7
11.05.2020,Khmelnytska,7
12.05.2020,Khmelnytska,7
13.05.2020,Khmelnytska,7
14.05.2020,Khmelnytska,8
15.05.2020,Khmelnytska,9
16.05.2020,Khmelnytska,9
17.05.2020,Khmelnytska,9
18.05.2020,Khmelnytska,9
19.05.2020,Khmelnytska,9
20.05.2020,Khmelnytska,9
21.05.2020,Khmelnytska,9
22.05.2020,Khmelnytska,9
23.05.2020,Khmelnytska,9
24.05.2020,Khmelnytska,9
25.05.2020,Khmelnytska,9
26.05.2020,Khmelnytska,10
27.05.2020,Khmelnytska,10
28.05.2020,Khmelnytska,10
29.05.2020,Khmelnytska,10
30.05.2020,Khmelnytska,10
31.05.2020,Khmelnytska,11
01.06.2020,Khmelnytska,11
02.06.2020,Khmelnytska,11
03.06.2020,Khmelnytska,11
04.06.2020,Khmelnytska,11
05.06.2020,Khmelnytska,11
06.06.2020,Khmelnytska,12
07.06.2020,Khmelnytska,13
08.06.2020,Khmelnytska,13
09.06.2020,Khmelnytska,13
10.06.2020,Khmelnytska,14
11.06.2020,Khmelnytska,14
12.06.2020,Khmelnytska,14
13.06.2020,Khmelnytska,14
14.06.2020,Khmelnytska,14
15.06.2020,Khmelnytska,14
16.06.2020,Khmelnytska,14
17.06.2020,Khmelnytska,14
18.06.2020,Khmelnytska,14
19.06.2020,Khmelnytska,14
20.06.2020,Khmelnytska,14
21.06.2020,Khmelnytska,14
22.06.2020,Khmelnytska,15
23.06.2020,Khmelnytska,15
24.06.2020,Khmelnytska,15
25.06.2020,Khmelnytska,15
26.06.2020,Khmelnytska,15
27.06.2020,Khmelnytska,17
28.06.2020,Khmelnytska,17
29.06.2020,Khmelnytska,17
30.06.2020,Khmelnytska,17
01.07.2020,Khmelnytska,18
02.07.2020,Khmelnytska,18
03.07.2020,Khmelnytska,19
04.07.2020,Khmelnytska,19
05.07.2020,Khmelnytska,19
06.07.2020,Khmelnytska,20
07.07.2020,Khmelnytska,20
08.07.2020,Khmelnytska,20
09.07.2020,Khmelnytska,20
10.07.2020,Khmelnytska,20
11.07.2020,Khmelnytska,20
12.07.2020,Khmelnytska,20
13.07.2020,Khmelnytska,20
14.07.2020,Khmelnytska,20
15.07.2020,Khmelnytska,22
16.07.2020,Khmelnytska,22
17.07.2020,Khmelnytska,22
18.07.2020,Khmelnytska,22
19.07.2020,Khmelnytska,22
20.07.2020,Khmelnytska,23
21.07.2020,Khmelnytska,23
22.07.2020,Khmelnytska,23
23.07.2020,Khmelnytska,23
24.07.2020,Khmelnytska,23
25.07.2020,Khmelnytska,23
