current_date_formatted,current_label_en,current_death
26.07.2020,Khmelnytska,23
27.07.2020,Khmelnytska,23
28.07.2020,Khmelnytska,23
29.07.2020,Khmelnytska,24
30.07.2020,Khmelnytska,24
31.07.2020,Khmelnytska,24
01.08.2020,Khmelnytska,24
02.08.2020,Khmelnytska,24
03.08.2020,Khmelnytska,24
04.08.2020,Khmelnytska,25
05.08.2020,Khmelnytska,25
06.08.2020,Khmelnytska,25
07.08.2020,Khmelnytska,25
08.08.2020,Khmelnytska,25
09.08.2020,Khmelnytska,26
10.08.2020,Khmelnytska,29
11.08.2020,Khmelnytska,30
12.08.2020,Khmelnytska,31
13.08.2020,Khmelnytska,31
14.08.2020,Khmelnytska,31
15.08.2020,Khmelnytska,31
16.08.2020,Khmelnytska,31
17.08.2020,Khmelnytska,31
18.08.2020,Khmelnytska,31
19.08.2020,Khmelnytska,33
20.08.2020,Khmelnytska,33
21.08.2020,Khmelnytska,37
22.08.2020,Khmelnytska,38
23.08.2020,Khmelnytska,38
24.08.2020,Khmelnytska,38
25.08.2020,Khmelnytska,38
26.08.2020,Khmelnytska,41
27.08.2020,Khmelnytska,41
28.08.2020,Khmelnytska,41
29.08.2020,Khmelnytska,43
30.08.2020,Khmelnytska,43
31.08.2020,Khmelnytska,45
01.09.2020,Khmelnytska,46
02.09.2020,Khmelnytska,47
03.09.2020,Khmelnytska,52
04.09.2020,Khmelnytska,52
05.09.2020,Khmelnytska,52
06.09.2020,Khmelnytska,52
07.09.2020,Khmelnytska,52
08.09.2020,Khmelnytska,56
09.09.2020,Khmelnytska,56
10.09.2020,Khmelnytska,59
11.09.2020,Khmelnytska,61
12.09.2020,Khmelnytska,76
13.09.2020,Khmelnytska,78
14.09.2020,Khmelnytska,79
15.09.2020,Khmelnytska,82
16.09.2020,Khmelnytska,85
17.09.2020,Khmelnytska,86
18.09.2020,Khmelnytska,89
19.09.2020,Khmelnytska,90
20.09.2020,Khmelnytska,92
21.09.2020,Khmelnytska,93
22.09.2020,Khmelnytska,95
13.03.2020,Kirovohradska,0
14.03.2020,Kirovohradska,0
15.03.2020,Kirovohradska,0
16.03.2020,Kirovohradska,0
17.03.2020,Kirovohradska,0
18.03.2020,Kirovohradska,0
19.03.2020,Kirovohradska,0
20.03.2020,Kirovohradska,0
21.03.2020,Kirovohradska,0
22.03.2020,Kirovohradska,0
23.03.2020,Kirovohradska,0
24.03.2020,Kirovohradska,0
25.03.2020,Kirovohradska,0
26.03.2020,Kirovohradska,0
27.03.2020,Kirovohradska,0
28.03.2020,Kirovohradska,0
29.03.2020,Kirovohradska,0
30.03.2020,Kirovohradska,0
31.03.2020,Kirovohradska,0
01.04.2020,Kirovohradska,0
02.04.2020,Kirovohradska,0
03.04.2020,Kirovohradska,0
04.04.2020,Kirovohradska,0
05.04.2020,Kirovohradska,1
06.04.2020,Kirovohradska,1
07.04.2020,Kirovohradska,1
08.04.2020,Kirovohradska,1
09.04.2020,Kirovohradska,3
10.04.2020,Kirovohradska,6
11.04.2020,Kirovohradska,6
12.04.2020,Kirovohradska,7
13.04.2020,Kirovohradska,7
14.04.2020,Kirovohradska,8
15.04.2020,Kirovohradska,8
16.04.2020,Kirovohradska,9
17.04.2020,Kirovohradska,9
18.04.2020,Kirovohradska,11
19.04.2020,Kirovohradska,12
20.04.2020,Kirovohradska,13
21.04.2020,Kirovohradska,13
22.04.2020,Kirovohradska,13
23.04.2020,Kirovohradska,14
24.04.2020,Kirovohradska,14
25.04.2020,Kirovohradska,15
26.04.2020,Kirovohradska,16
27.04.2020,Kirovohradska,17
28.04.2020,Kirovohradska,17
29.04.2020,Kirovohradska,17
30.04.2020,Kirovohradska,18
01.05.2020,Kirovohradska,19
02.05.2020,Kirovohradska,19
03.05.2020,Kirovohradska,19
04.05.2020,Kirovohradska,19
05.05.2020,Kirovohradska,19
06.05.2020,Kirovohradska,19
07.05.2020,Kirovohradska,19
08.05.2020,Kirovohradska,19
09.05.2020,Kirovohradska,20
10.05.2020,Kirovohradska,20
11.05.2020,Kirovohradska,20
12.05.2020,Kirovohradska,20
13.05.2020,Kirovohradska,20
14.05.2020,Kirovohradska,20
15.05.2020,Kirovohradska,20
16.05.2020,Kirovohradska,20
17.05.2020,Kirovohradska,20
18.05.2020,Kirovohradska,20
19.05.2020,Kirovohradska,20
20.05.2020,Kirovohradska,20
21.05.2020,Kirovohradska,21
22.05.2020,Kirovohradska,22
23.05.2020,Kirovohradska,22
24.05.2020,Kirovohradska,23
25.05.2020,Kirovohradska,23
26.05.2020,Kirovohradska,23
27.05.2020,Kirovohradska,23
28.05.2020,Kirovohradska,24
29.05.2020,Kirovohradska,25
30.05.2020,Kirovohradska,25
31.05.2020,Kirovohradska,25
01.06.2020,Kirovohradska,25
02.06.2020,Kirovohradska,25
03.06.2020,Kirovohradska,26
04.06.2020,Kirovohradska,26
05.06.2020,Kirovohradska,27
06.06.2020,Kirovohradska,27
07.06.2020,Kirovohradska,27
08.06.2020,Kirovohradska,27
09.06.2020,Kirovohradska,28
10.06.2020,Kirovohradska,30
11.06.2020,Kirovohradska,30
12.06.2020,Kirovohradska,30
13.06.2020,Kirovohradska,30
14.06.2020,Kirovohradska,30
15.06.2020,Kirovohradska,30
16.06.2020,Kirovohradska,30
17.06.2020,Kirovohradska,30
18.06.2020,Kirovohradska,30
19.06.2020,Kirovohradska,30
20.06.2020,Kirovohradska,30
21.06.2020,Kirovohradska,30
22.06.2020,Kirovohradska,31
23.06.2020,Kirovohradska,31
24.06.2020,Kirovohradska,31
25.06.2020,Kirovohradska,31
26.06.2020,Kirovohradska,31
27.06.2020,Kirovohradska,31
28.06.2020,Kirovohradska,31
29.06.2020,Kirovohradska,31
30.06.2020,Kirovohradska,31
01.07.2020,Kirovohradska,31
02.07.2020,Kirovohradska,31
03.07.2020,Kirovohradska,31
04.07.2020,Kirovohradska,31
05.07.2020,Kirovohradska,31
06.07.2020,Kirovohradska,32
07.07.2020,Kirovohradska,32
08.07.2020,Kirovohradska,32
09.07.2020,Kirovohradska,32
10.07.2020,Kirovohradska,33
11.07.2020,Kirovohradska,33
12.07.2020,Kirovohradska,33
13.07.2020,Kirovohradska,33
14.07.2020,Kirovohradska,33
15.07.2020,Kirovohradska,33
16.07.2020,Kirovohradska,33
17.07.2020,Kirovohradska,33
18.07.2020,Kirovohradska,33
19.07.2020,Kirovohradska,33
20.07.2020,Kirovohradska,33
21.07.2020,Kirovohradska,33
22.07.2020,Kirovohradska,33
23.07.2020,Kirovohradska,33
24.07.2020,Kirovohradska,33
25.07.2020,Kirovohradska,33
26.07.2020,Kirovohradska,34
27.07.2020,Kirovohradska,34
28.07.2020,Kirovohradska,34
29.07.2020,Kirovohradska,34
30.07.2020,Kirovohradska,35
31.07.2020,Kirovohradska,36
01.08.2020,Kirovohradska,36
02.08.2020,Kirovohradska,36
03.08.2020,Kirovohradska,36
04.08.2020,Kirovohradska,36
05.08.2020,Kirovohradska,36
06.08.2020,Kirovohradska,36
07.08.2020,Kirovohradska,38
08.08.2020,Kirovohradska,39
09.08.2020,Kirovohradska,39
10.08.2020,Kirovohradska,39
11.08.2020,Kirovohradska,39
12.08.2020,Kirovohradska,39
13.08.2020,Kirovohradska,39
14.08.2020,Kirovohradska,39
15.08.2020,Kirovohradska,39
16.08.2020,Kirovohradska,39
17.08.2020,Kirovohradska,39
18.08.2020,Kirovohradska,41
19.08.2020,Kirovohradska,41
20.08.2020,Kirovohradska,44
21.08.2020,Kirovohradska,45
22.08.2020,Kirovohradska,45
23.08.2020,Kirovohradska,45
24.08.2020,Kirovohradska,45
25.08.2020,Kirovohradska,45
26.08.2020,Kirovohradska,45
27.08.2020,Kirovohradska,45
28.08.2020,Kirovohradska,45
29.08.2020,Kirovohradska,45
30.08.2020,Kirovohradska,45
31.08.2020,Kirovohradska,45
01.09.2020,Kirovohradska,46
02.09.2020,Kirovohradska,47
03.09.2020,Kirovohradska,47
04.09.2020,Kirovohradska,47
05.09.2020,Kirovohradska,47
06.09.2020,Kirovohradska,47
07.09.2020,Kirovohradska,47
08.09.2020,Kirovohradska,47
09.09.2020,Kirovohradska,47
10.09.2020,Kirovohradska,47
11.09.2020,Kirovohradska,48
12.09.2020,Kirovohradska,48
13.09.2020,Kirovohradska,49
14.09.2020,Kirovohradska,50
15.09.2020,Kirovohradska,50
16.09.2020,Kirovohradska,50
17.09.2020,Kirovohradska,51
18.09.2020,Kirovohradska,52
19.09.2020,Kirovohradska,52
20.09.2020,Kirovohradska,54
21.09.2020,Kirovohradska,54
22.09.2020,Kirovohradska,54
13.03.2020,Kyiv,0
14.03.2020,Kyiv,0
15.03.2020,Kyiv,0
16.03.2020,Kyiv,0
17.03.2020,Kyiv,0
18.03.2020,Kyiv,0
19.03.2020,Kyiv,0
20.03.2020,Kyiv,0
21.03.2020,Kyiv,0
22.03.2020,Kyiv,0
23.03.2020,Kyiv,0
24.03.2020,Kyiv,0
25.03.2020,Kyiv,0
26.03.2020,Kyiv,0
27.03.2020,Kyiv,0
28.03.2020,Kyiv,0
29.03.2020,Kyiv,0
30.03.2020,Kyiv,0
31.03.2020,Kyiv,0
01.04.2020,Kyiv,0
02.04.2020,Kyiv,0
03.04.2020,Kyiv,0
04.04.2020,Kyiv,3
05.04.2020,Kyiv,4
06.04.2020,Kyiv,4
07.04.2020,Kyiv,4
08.04.2020,Kyiv,5
09.04.2020,Kyiv,5
10.04.2020,Kyiv,6
11.04.2020,Kyiv,6
12.04.2020,Kyiv,6
13.04.2020,Kyiv,9
14.04.2020,Kyiv,10
15.04.2020,Kyiv,11
16.04.2020,Kyiv,12
17.04.2020,Kyiv,12
18.04.2020,Kyiv,14
19.04.2020,Kyiv,15
20.04.2020,Kyiv,17
21.04.2020,Kyiv,19
22.04.2020,Kyiv,19
23.04.2020,Kyiv,20
24.04.2020,Kyiv,20
25.04.2020,Kyiv,21
26.04.2020,Kyiv,22
27.04.2020,Kyiv,23
28.04.2020,Kyiv,23
29.04.2020,Kyiv,24
30.04.2020,Kyiv,25
01.05.2020,Kyiv,25
02.05.2020,Kyiv,25
03.05.2020,Kyiv,26
04.05.2020,Kyiv,27
05.05.2020,Kyiv,28
06.05.2020,Kyiv,28
07.05.2020,Kyiv,29
08.05.2020,Kyiv,32
09.05.2020,Kyiv,34
10.05.2020,Kyiv,37
11.05.2020,Kyiv,37
12.05.2020,Kyiv,38
13.05.2020,Kyiv,40
14.05.2020,Kyiv,42
15.05.2020,Kyiv,43
16.05.2020,Kyiv,45
17.05.2020,Kyiv,48
18.05.2020,Kyiv,49
19.05.2020,Kyiv,52
20.05.2020,Kyiv,54
21.05.2020,Kyiv,57
22.05.2020,Kyiv,58
23.05.2020,Kyiv,58
24.05.2020,Kyiv,59
25.05.2020,Kyiv,60
26.05.2020,Kyiv,61
27.05.2020,Kyiv,64
28.05.2020,Kyiv,64
29.05.2020,Kyiv,65
30.05.2020,Kyiv,66
31.05.2020,Kyiv,66
01.06.2020,Kyiv,68
02.06.2020,Kyiv,69
03.06.2020,Kyiv,69
04.06.2020,Kyiv,69
05.06.2020,Kyiv,73
06.06.2020,Kyiv,75
07.06.2020,Kyiv,77
08.06.2020,Kyiv,77
09.06.2020,Kyiv,79
10.06.2020,Kyiv,80
11.06.2020,Kyiv,84
12.06.2020,Kyiv,85
13.06.2020,Kyiv,87
14.06.2020,Kyiv,88
15.06.2020,Kyiv,90
16.06.2020,Kyiv,92
17.06.2020,Kyiv,94
18.06.2020,Kyiv,95
19.06.2020,Kyiv,96
20.06.2020,Kyiv,97
21.06.2020,Kyiv,98
22.06.2020,Kyiv,98
23.06.2020,Kyiv,101
24.06.2020,Kyiv,101
25.06.2020,Kyiv,101
26.06.2020,Kyiv,102
27.06.2020,Kyiv,102
28.06.2020,Kyiv,106
29.06.2020,Kyiv,108
30.06.2020,Kyiv,108
01.07.2020,Kyiv,108
02.07.2020,Kyiv,111
03.07.2020,Kyiv,112
04.07.2020,Kyiv,114
05.07.2020,Kyiv,114
06.07.2020,Kyiv,116
07.07.2020,Kyiv,119
08.07.2020,Kyiv,119
09.07.2020,Kyiv,122
10.07.2020,Kyiv,122
11.07.2020,Kyiv,124
12.07.2020,Kyiv,124
13.07.2020,Kyiv,124
14.07.2020,Kyiv,125
15.07.2020,Kyiv,126
16.07.2020,Kyiv,126
17.07.2020,Kyiv,126
18.07.2020,Kyiv,128
19.07.2020,Kyiv,128
20.07.2020,Kyiv,128
21.07.2020,Kyiv,128
22.07.2020,Kyiv,128
23.07.2020,Kyiv,128
24.07.2020,Kyiv,129
25.07.2020,Kyiv,129
26.07.2020,Kyiv,129
27.07.2020,Kyiv,129
28.07.2020,Kyiv,130
29.07.2020,Kyiv,132
30.07.2020,Kyiv,132
31.07.2020,Kyiv,132
01.08.2020,Kyiv,134
02.08.2020,Kyiv,134
03.08.2020,Kyiv,135
04.08.2020,Kyiv,138
05.08.2020,Kyiv,139
06.08.2020,Kyiv,142
07.08.2020,Kyiv,142
08.08.2020,Kyiv,145
09.08.2020,Kyiv,147
10.08.2020,Kyiv,147
11.08.2020,Kyiv,147
12.08.2020,Kyiv,147
13.08.2020,Kyiv,149
14.08.2020,Kyiv,150
15.08.2020,Kyiv,151
16.08.2020,Kyiv,153
17.08.2020,Kyiv,154
18.08.2020,Kyiv,155
19.08.2020,Kyiv,155
20.08.2020,Kyiv,158
21.08.2020,Kyiv,158
22.08.2020,Kyiv,165
23.08.2020,Kyiv,167
24.08.2020,Kyiv,170
25.08.2020,Kyiv,172
26.08.2020,Kyiv,174
27.08.2020,Kyiv,178
28.08.2020,Kyiv,187
29.08.2020,Kyiv,193
30.08.2020,Kyiv,202
31.08.2020,Kyiv,208
01.09.2020,Kyiv,213
02.09.2020,Kyiv,218
03.09.2020,Kyiv,222
04.09.2020,Kyiv,230
05.09.2020,Kyiv,234
06.09.2020,Kyiv,240
07.09.2020,Kyiv,242
08.09.2020,Kyiv,246
09.09.2020,Kyiv,250
10.09.2020,Kyiv,254
11.09.2020,Kyiv,261
12.09.2020,Kyiv,266
13.09.2020,Kyiv,269
14.09.2020,Kyiv,272
15.09.2020,Kyiv,283
16.09.2020,Kyiv,291
17.09.2020,Kyiv,296
18.09.2020,Kyiv,304
19.09.2020,Kyiv,312
20.09.2020,Kyiv,316
21.09.2020,Kyiv,318
22.09.2020,Kyiv,325
13.03.2020,Kyivska,0
14.03.2020,Kyivska,0
15.03.2020,Kyivska,0
16.03.2020,Kyivska,0
17.03.2020,Kyivska,0
18.03.2020,Kyivska,0
19.03.2020,Kyivska,0
20.03.2020,Kyivska,0
21.03.2020,Kyivska,0
22.03.2020,Kyivska,0
23.03.2020,Kyivska,0
24.03.2020,Kyivska,0
25.03.2020,Kyivska,0
26.03.2020,Kyivska,0
27.03.2020,Kyivska,0
28.03.2020,Kyivska,0
29.03.2020,Kyivska,0
30.03.2020,Kyivska,2
31.03.2020,Kyivska,3
01.04.2020,Kyivska,3
02.04.2020,Kyivska,4
03.04.2020,Kyivska,4
04.04.2020,Kyivska,4
05.04.2020,Kyivska,5
06.04.2020,Kyivska,5
07.04.2020,Kyivska,5
08.04.2020,Kyivska,5
09.04.2020,Kyivska,5
10.04.2020,Kyivska,5
11.04.2020,Kyivska,5
12.04.2020,Kyivska,5
13.04.2020,Kyivska,5
14.04.2020,Kyivska,7
15.04.2020,Kyivska,9
16.04.2020,Kyivska,9
17.04.2020,Kyivska,9
18.04.2020,Kyivska,9
19.04.2020,Kyivska,11
20.04.2020,Kyivska,11
21.04.2020,Kyivska,11
22.04.2020,Kyivska,11
23.04.2020,Kyivska,12
24.04.2020,Kyivska,12
25.04.2020,Kyivska,12
26.04.2020,Kyivska,12
27.04.2020,Kyivska,13
28.04.2020,Kyivska,13
29.04.2020,Kyivska,15
30.04.2020,Kyivska,15
01.05.2020,Kyivska,17
02.05.2020,Kyivska,17
03.05.2020,Kyivska,17
04.05.2020,Kyivska,17
05.05.2020,Kyivska,17
06.05.2020,Kyivska,17
07.05.2020,Kyivska,19
08.05.2020,Kyivska,20
09.05.2020,Kyivska,20
10.05.2020,Kyivska,20
11.05.2020,Kyivska,20
12.05.2020,Kyivska,22
13.05.2020,Kyivska,24
14.05.2020,Kyivska,24
15.05.2020,Kyivska,26
16.05.2020,Kyivska,26
17.05.2020,Kyivska,26
18.05.2020,Kyivska,29
19.05.2020,Kyivska,29
20.05.2020,Kyivska,29
21.05.2020,Kyivska,29
22.05.2020,Kyivska,30
23.05.2020,Kyivska,30
24.05.2020,Kyivska,30
25.05.2020,Kyivska,30
26.05.2020,Kyivska,30
27.05.2020,Kyivska,30
28.05.2020,Kyivska,30
29.05.2020,Kyivska,30
30.05.2020,Kyivska,33
31.05.2020,Kyivska,34
01.06.2020,Kyivska,35
02.06.2020,Kyivska,36
03.06.2020,Kyivska,36
04.06.2020,Kyivska,37
05.06.2020,Kyivska,37
06.06.2020,Kyivska,37
07.06.2020,Kyivska,37
08.06.2020,Kyivska,37
09.06.2020,Kyivska,37
10.06.2020,Kyivska,38
11.06.2020,Kyivska,38
12.06.2020,Kyivska,38
13.06.2020,Kyivska,38
14.06.2020,Kyivska,39
15.06.2020,Kyivska,39
16.06.2020,Kyivska,39
17.06.2020,Kyivska,39
18.06.2020,Kyivska,43
19.06.2020,Kyivska,44
20.06.2020,Kyivska,46
21.06.2020,Kyivska,46
22.06.2020,Kyivska,46
23.06.2020,Kyivska,47
24.06.2020,Kyivska,47
25.06.2020,Kyivska,48
26.06.2020,Kyivska,48
27.06.2020,Kyivska,49
28.06.2020,Kyivska,49
29.06.2020,Kyivska,50
30.06.2020,Kyivska,50
01.07.2020,Kyivska,50
02.07.2020,Kyivska,51
03.07.2020,Kyivska,51
04.07.2020,Kyivska,51
05.07.2020,Kyivska,53
06.07.2020,Kyivska,54
07.07.2020,Kyivska,55
08.07.2020,Kyivska,55
09.07.2020,Kyivska,55
10.07.2020,Kyivska,55
11.07.2020,Kyivska,57
12.07.2020,Kyivska,57
13.07.2020,Kyivska,58
14.07.2020,Kyivska,58
15.07.2020,Kyivska,58
16.07.2020,Kyivska,59
17.07.2020,Kyivska,59
18.07.2020,Kyivska,59
19.07.2020,Kyivska,59
20.07.2020,Kyivska,59
21.07.2020,Kyivska,59
22.07.2020,Kyivska,59
23.07.2020,Kyivska,59
24.07.2020,Kyivska,59
25.07.2020,Kyivska,59
26.07.2020,Kyivska,60
27.07.2020,Kyivska,60
28.07.2020,Kyivska,60
29.07.2020,Kyivska,60
30.07.2020,Kyivska,62
31.07.2020,Kyivska,63
01.08.2020,Kyivska,64
02.08.2020,Kyivska,64
03.08.2020,Kyivska,64
04.08.2020,Kyivska,65
05.08.2020,Kyivska,66
06.08.2020,Kyivska,67
07.08.2020,Kyivska,67
08.08.2020,Kyivska,68
09.08.2020,Kyivska,68
10.08.2020,Kyivska,69
11.08.2020,Kyivska,70
12.08.2020,Kyivska,71
13.08.2020,Kyivska,72
14.08.2020,Kyivska,76
15.08.2020,Kyivska,79
16.08.2020,Kyivska,79
17.08.2020,Kyivska,79
18.08.2020,Kyivska,80
19.08.2020,Kyivska,81
20.08.2020,Kyivska,83
21.08.2020,Kyivska,83
22.08.2020,Kyivska,84
23.08.2020,Kyivska,84
24.08.2020,Kyivska,84
25.08.2020,Kyivska,84
26.08.2020,Kyivska,85
27.08.2020,Kyivska,91
28.08.2020,Kyivska,93
29.08.2020,Kyivska,95
30.08.2020,Kyivska,96
31.08.2020,Kyivska,96
01.09.2020,Kyivska,97
02.09.2020,Kyivska,102
03.09.2020,Kyivska,102
04.09.2020,Kyivska,109
05.09.2020,Kyivska,114
06.09.2020,Kyivska,116
07.09.2020,Kyivska,116
08.09.2020,Kyivska,117
09.09.2020,Kyivska,122
10.09.2020,Kyivska,124
11.09.2020,Kyivska,128
12.09.2020,Kyivska,134
13.09.2020,Kyivska,135
14.09.2020,Kyivska,136
15.09.2020,Kyivska,138
16.09.2020,Kyivska,142
17.09.2020,Kyivska,146
18.09.2020,Kyivska,150
19.09.2020,Kyivska,156
20.09.2020,Kyivska,159
21.09.2020,Kyivska,159
22.09.2020,Kyivska,161
13.03.2020,Luhanska,0
14.03.2020,Luhanska,0
15.03.2020,Luhanska,0
16.03.2020,Luhanska,0
17.03.2020,Luhanska,0
18.03.2020,Luhanska,0
19.03.2020,Luhanska,0
20.03.2020,Luhanska,0
21.03.2020,Luhanska,0
22.03.2020,Luhanska,0
23.03.2020,Luhanska,0
24.03.2020,Luhanska,0
25.03.2020,Luhanska,0
26.03.2020,Luhanska,0
27.03.2020,Luhanska,0
28.03.2020,Luhanska,0
29.03.2020,Luhanska,0
30.03.2020,Luhanska,0
31.03.2020,Luhanska,0
01.04.2020,Luhanska,0
02.04.2020,Luhanska,0
03.04.2020,Luhanska,0
04.04.2020,Luhanska,0
05.04.2020,Luhanska,0
06.04.2020,Luhanska,0
07.04.2020,Luhanska,0
08.04.2020,Luhanska,0
09.04.2020,Luhanska,0
10.04.2020,Luhanska,0
11.04.2020,Luhanska,0
12.04.2020,Luhanska,0
13.04.2020,Luhanska,0
14.04.2020,Luhanska,0
15.04.2020,Luhanska,0
16.04.2020,Luhanska,0
17.04.2020,Luhanska,0
18.04.2020,Luhanska,0
19.04.2020,Luhanska,0
20.04.2020,Luhanska,0
21.04.2020,Luhanska,0
22.04.2020,Luhanska,0
23.04.2020,Luhanska,0
24.04.2020,Luhanska,0
25.04.2020,Luhanska,0
26.04.2020,Luhanska,0
27.04.2020,Luhanska,0
28.04.2020,Luhanska,0
29.04.2020,Luhanska,0
30.04.2020,Luhanska,0
01.05.2020,Luhanska,0
02.05.2020,Luhanska,0
03.05.2020,Luhanska,0
04.05.2020,Luhanska,0
05.05.2020,Luhanska,0
06.05.2020,Luhanska,0
07.05.2020,Luhanska,0
08.05.2020,Luhanska,0
09.05.2020,Luhanska,0
10.05.2020,Luhanska,0
11.05.2020,Luhanska,0
12.05.2020,Luhanska,0
13.05.2020,Luhanska,0
14.05.2020,Luhanska,0
15.05.2020,Luhanska,0
16.05.2020,Luhanska,0
17.05.2020,Luhanska,0
18.05.2020,Luhanska,0
19.05.2020,Luhanska,0
20.05.2020,Luhanska,0
21.05.2020,Luhanska,0
22.05.2020,Luhanska,0
23.05.2020,Luhanska,0
24.05.2020,Luhanska,0
25.05.2020,Luhanska,0
26.05.2020,Luhanska,0
27.05.2020,Luhanska,0
28.05.2020,Luhanska,0
29.05.2020,Luhanska,0
30.05.2020,Luhanska,0
31.05.2020,Luhanska,0
01.06.2020,Luhanska,0
02.06.2020,Luhanska,0
03.06.2020,Luhanska,0
04.06.2020,Luhanska,0
05.06.2020,Luhanska,0
06.06.2020,Luhanska,0
07.06.2020,Luhanska,0
08.06.2020,Luhanska,0
09.06.2020,Luhanska,0
10.06.2020,Luhanska,0
11.06.2020,Luhanska,0
12.06.2020,Luhanska,0
13.06.2020,Luhanska,0
14.06.2020,Luhanska,0
15.06.2020,Luhanska,0
16.06.2020,Luhanska,0
17.06.2020,Luhanska,0
18.06.2020,Luhanska,0
19.06.2020,Luhanska,0
20.06.2020,Luhanska,0
21.06.2020,Luhanska,0
22.06.2020,Luhanska,0
23.06.2020,Luhanska,0
24.06.2020,Luhanska,0
25.06.2020,Luhanska,0
26.06.2020,Luhanska,0
27.06.2020,Luhanska,0
28.06.2020,Luhanska,0
29.06.2020,Luhanska,0
30.06.2020,Luhanska,0
01.07.2020,Luhanska,0
02.07.2020,Luhanska,0
03.07.2020,Luhanska,0
04.07.2020,Luhanska,0
05.07.2020,Luhanska,0
06.07.2020,Luhanska,0
07.07.2020,Luhanska,0
08.07.2020,Luhanska,0
09.07.2020,Luhanska,0
10.07.2020,Luhanska,0
11.07.2020,Luhanska,0
12.07.2020,Luhanska,0
13.07.2020,Luhanska,0
14.07.2020,Luhanska,1
15.07.2020,Luhanska,1
16.07.2020,Luhanska,1
17.07.2020,Luhanska,1
18.07.2020,Luhanska,1
19.07.2020,Luhanska,1
20.07.2020,Luhanska,1
21.07.2020,Luhanska,1
22.07.2020,Luhanska,1
23.07.2020,Luhanska,1
24.07.2020,Luhanska,1
25.07.2020,Luhanska,1
26.07.2020,Luhanska,1
27.07.2020,Luhanska,1
28.07.2020,Luhanska,1
29.07.2020,Luhanska,1
30.07.2020,Luhanska,1
31.07.2020,Luhanska,1
01.08.2020,Luhanska,1
02.08.2020,Luhanska,1
03.08.2020,Luhanska,1
04.08.2020,Luhanska,1
05.08.2020,Luhanska,1
06.08.2020,Luhanska,1
07.08.2020,Luhanska,1
08.08.2020,Luhanska,1
09.08.2020,Luhanska,1
10.08.2020,Luhanska,1
11.08.2020,Luhanska,1
12.08.2020,Luhanska,1
13.08.2020,Luhanska,1
14.08.2020,Luhanska,1
15.08.2020,Luhanska,1
16.08.2020,Luhanska,1
17.08.2020,Luhanska,1
18.08.2020,Luhanska,1
19.08.2020,Luhanska,1
20.08.2020,Luhanska,1
21.08.2020,Luhanska,1
22.08.2020,Luhanska,1
23.08.2020,Luhanska,1
24.08.2020,Luhanska,1
25.08.2020,Luhanska,1
26.08.2020,Luhanska,2
27.08.2020,Luhanska,2
28.08.2020,Luhanska,2
29.08.2020,Luhanska,2
30.08.2020,Luhanska,2
31.08.2020,Luhanska,2
01.09.2020,Luhanska,3
02.09.2020,Luhanska,3
03.09.2020,Luhanska,3
04.09.2020,Luhanska,3
05.09.2020,Luhanska,3
06.09.2020,Luhanska,3
07.09.2020,Luhanska,3
08.09.2020,Luhanska,4
09.09.2020,Luhanska,4
10.09.2020,Luhanska,4
11.09.2020,Luhanska,4
12.09.2020,Luhanska,4
13.09.2020,Luhanska,4
14.09.2020,Luhanska,4
15.09.2020,Luhanska,4
16.09.2020,Luhanska,5
17.09.2020,Luhanska,5
18.09.2020,Luhanska,5
19.09.2020,Luhanska,5
20.09.2020,Luhanska,5
21.09.2020,Luhanska,5
22.09.2020,Luhanska,6
13.03.2020,Lvivska,0
14.03.2020,Lvivska,0
15.03.2020,Lvivska,0
16.03.2020,Lvivska,0
17.03.2020,Lvivska,0
18.03.2020,Lvivska,0
19.03.2020,Lvivska,0
20.03.2020,Lvivska,0
21.03.2020,Lvivska,0
22.03.2020,Lvivska,0
23.03.2020,Lvivska,0
24.03.2020,Lvivska,0
25.03.2020,Lvivska,0
26.03.2020,Lvivska,0
27.03.2020,Lvivska,0
28.03.2020,Lvivska,0
29.03.2020,Lvivska,0
30.03.2020,Lvivska,0
31.03.2020,Lvivska,0
01.04.2020,Lvivska,0
02.04.2020,Lvivska,0
03.04.2020,Lvivska,0
04.04.2020,Lvivska,0
05.04.2020,Lvivska,0
06.04.2020,Lvivska,0
07.04.2020,Lvivska,0
08.04.2020,Lvivska,1
09.04.2020,Lvivska,2
10.04.2020,Lvivska,3
11.04.2020,Lvivska,4
12.04.2020,Lvivska,5
13.04.2020,Lvivska,5
14.04.2020,Lvivska,5
15.04.2020,Lvivska,6
16.04.2020,Lvivska,6
17.04.2020,Lvivska,8
18.04.2020,Lvivska,8
19.04.2020,Lvivska,8
20.04.2020,Lvivska,10
21.04.2020,Lvivska,10
22.04.2020,Lvivska,10
23.04.2020,Lvivska,12
24.04.2020,Lvivska,12
25.04.2020,Lvivska,12
26.04.2020,Lvivska,12
27.04.2020,Lvivska,12
28.04.2020,Lvivska,13
29.04.2020,Lvivska,13
30.04.2020,Lvivska,14
01.05.2020,Lvivska,14
02.05.2020,Lvivska,14
03.05.2020,Lvivska,15
04.05.2020,Lvivska,15
05.05.2020,Lvivska,16
06.05.2020,Lvivska,16
07.05.2020,Lvivska,17
08.05.2020,Lvivska,18
09.05.2020,Lvivska,18
10.05.2020,Lvivska,19
11.05.2020,Lvivska,20
12.05.2020,Lvivska,22
13.05.2020,Lvivska,22
14.05.2020,Lvivska,22
