Forecast Day,Quantile,Hidden,Hospital,Fatality,Mild,Cases,Hidden CI,Hospital CI,Fatality CI,Mild CI,Cases CI
Apr-12,0.05,1478,251,16,1569,2801
Apr-12,0.5,1643,280,25,1650,2822,±8,±2,±0,±4,±3
Apr-12,0.95,1802,310,33,1739,2910
Apr-13,0.05,1523,286,20,1765,3179
Apr-13,0.5,1689,319,29,1864,3237,±9,±2,±0,±5,±4
Apr-13,0.95,1873,349,38,1969,3330
Apr-14,0.05,1505,324,24,1965,3613
Apr-14,0.5,1685,362,33,2091,3710,±10,±2,±1,±7,±6
Apr-14,0.95,1887,396,44,2227,3830
Apr-15,0.05,1483,360,30,2104,4035
Apr-15,0.5,1680,400,40,2263,4178,±11,±2,±1,±8,±8
Apr-15,0.95,1909,440,51,2426,4335
Apr-16,0.05,1474,386,36,2237,4469
Apr-16,0.5,1697,430,47,2424,4637,±12,±2,±1,±10,±10
Apr-16,0.95,1955,479,58,2618,4836
Apr-17,0.05,1486,411,43,2351,4864
Apr-17,0.5,1713,459,55,2552,5098,±13,±2,±1,±11,±12
Apr-17,0.95,1976,511,68,2777,5344
Apr-18,0.05,1507,430,51,2429,5286
Apr-18,0.5,1736,481,65,2661,5563,±14,±3,±1,±13,±15
Apr-18,0.95,2012,539,78,2913,5876
Apr-19,0.05,1486,444,62,2481,5700
Apr-19,0.5,1760,500,75,2747,6029,±15,±3,±1,±15,±19
Apr-19,0.95,2051,562,90,3051,6407
Apr-20,0.05,1494,455,71,2532,6104
Apr-20,0.5,1798,516,86,2823,6510,±15,±3,±1,±16,±22
Apr-20,0.95,2104,583,102,3165,6961
Apr-21,0.05,1516,459,80,2575,6530
Apr-21,0.5,1824,526,98,2885,6987,±16,±4,±1,±18,±26
Apr-21,0.95,2150,593,114,3249,7490
Apr-22,0.05,1540,462,93,2597,6954
Apr-22,0.5,1863,536,110,2943,7476,±17,±4,±1,±19,±29
Apr-22,0.95,2219,609,129,3330,8047
Apr-23,0.05,1566,467,104,2621,7383
Apr-23,0.5,1914,543,123,2993,7971,±18,±4,±1,±21,±33
Apr-23,0.95,2277,624,144,3406,8625
Apr-24,0.05,1602,469,116,2640,7811
Apr-24,0.5,1951,549,136,3037,8471,±19,±4,±1,±22,±37
Apr-24,0.95,2368,642,157,3471,9225
Apr-25,0.05,1624,475,127,2662,8260
