Forecast Day,Quantile,Hidden,Hospital,Fatality,Mild,Cases,Hidden CI,Hospital CI,Fatality CI,Mild CI,Cases CI
Apr-12,0.05,1506,252,16,1579,2802
Apr-12,0.5,1686,280,24,1654,2821,±9,±1,±0,±4,±4
Apr-12,0.95,1850,311,33,1750,2922
Apr-13,0.05,1543,288,19,1771,3187
Apr-13,0.5,1737,320,28,1874,3244,±9,±2,±0,±6,±5
Apr-13,0.95,1911,354,37,1987,3363
Apr-14,0.05,1505,327,23,1972,3624
Apr-14,0.5,1714,364,33,2105,3721,±10,±2,±1,±7,±6
Apr-14,0.95,1915,403,43,2240,3855
Apr-15,0.05,1466,362,29,2120,4049
Apr-15,0.5,1678,403,39,2281,4198,±11,±2,±1,±8,±8
Apr-15,0.95,1893,448,51,2442,4363
Apr-16,0.05,1434,389,35,2252,4465
Apr-16,0.5,1653,435,47,2443,4662,±11,±2,±1,±10,±10
Apr-16,0.95,1882,483,59,2632,4860
Apr-17,0.05,1399,414,42,2365,4875
Apr-17,0.5,1622,465,54,2579,5126,±12,±3,±1,±11,±13
Apr-17,0.95,1846,516,67,2794,5374
Apr-18,0.05,1354,431,51,2419,5267
Apr-18,0.5,1590,486,64,2669,5586,±12,±3,±1,±13,±16
Apr-18,0.95,1851,539,78,2906,5888
Apr-19,0.05,1333,441,60,2452,5643
Apr-19,0.5,1581,500,74,2731,6025,±13,±3,±1,±14,±19
Apr-19,0.95,1822,559,89,2997,6391
Apr-20,0.05,1310,447,70,2490,6026
Apr-20,0.5,1565,509,86,2767,6464,±13,±3,±1,±15,±21
Apr-20,0.95,1834,571,102,3059,6877
Apr-21,0.05,1298,449,81,2471,6420
Apr-21,0.5,1554,512,97,2785,6889,±14,±3,±1,±16,±24
Apr-21,0.95,1834,579,116,3104,7358
Apr-22,0.05,1273,449,92,2457,6767
Apr-22,0.5,1552,513,110,2794,7307,±14,±4,±1,±17,±28
Apr-22,0.95,1828,591,129,3121,7866
Apr-23,0.05,1253,442,102,2435,7128
Apr-23,0.5,1542,510,122,2789,7740,±15,±4,±1,±18,±31
Apr-23,0.95,1811,589,144,3146,8347
Apr-24,0.05,1250,442,114,2390,7485
Apr-24,0.5,1538,508,134,2775,8157,±15,±4,±1,±20,±34
Apr-24,0.95,1828,589,157,3150,8846
Apr-25,0.05,1243,425,126,2369,7831
Apr-25,0.5,1529,504,147,2752,8560,±16,±4,±1,±21,±38
Apr-25,0.95,1833,590,172,3169,9337
Apr-26,0.05,1234,418,138,2321,8187
Apr-26,0.5,1536,502,159,2736,8980,±16,±4,±1,±21,±42
Apr-26,0.95,1832,589,184,3160,9824
Apr-27,0.05,1212,412,148,2303,8538
Apr-27,0.5,1529,496,171,2724,9405,±17,±4,±1,±22,±45
Apr-27,0.95,1860,583,200,3163,10313
Apr-28,0.05,1191,405,158,2279,8880
Apr-28,0.5,1526,492,183,2709,9831,±17,±5,±1,±23,±49
Apr-28,0.95,1882,580,212,3166,10805
Apr-29,0.05,1195,400,170,2254,9216
Apr-29,0.5,1529,490,196,2697,10244,±18,±5,±1,±24,±53
Apr-29,0.95,1907,586,226,3167,11299
Apr-30,0.05,1191,391,180,2220,9557
Apr-30,0.5,1534,486,208,2687,10648,±19,±5,±2,±25,±58
Apr-30,0.95,1919,587,239,3177,11812
May-1,0.05,1180,389,191,2181,9910
May-1,0.5,1544,486,219,2675,11052,±19,±5,±2,±26,±62
May-1,0.95,1917,585,253,3155,12310
May-2,0.05,1180,383,201,2155,10233
May-2,0.5,1544,482,231,2675,11463,±20,±5,±2,±27,±67
May-2,0.95,1948,585,267,3189,12820
May-3,0.05,1181,383,212,2132,10580
May-3,0.5,1553,485,244,2672,11887,±20,±5,±2,±28,±71
May-3,0.95,1973,591,281,3229,13321
May-4,0.05,1197,383,220,2107,10901
May-4,0.5,1566,484,255,2676,12291,±21,±6,±2,±29,±76
May-4,0.95,1981,598,295,3257,13789
May-5,0.05,1182,378,230,2091,11210
May-5,0.5,1575,483,267,2665,12709,±21,±6,±2,±30,±81
May-5,0.95,2008,599,306,3284,14321
May-6,0.05,1188,376,239,2088,11538
May-6,0.5,1589,486,278,2658,13141,±21,±6,±2,±31,±86
May-6,0.95,2023,598,320,3300,14850
May-7,0.05,1187,375,249,2072,11869
May-7,0.5,1602,486,290,2676,13586,±22,±6,±2,±32,±91
May-7,0.95,2029,601,334,3344,15372
