Id,Latitude,Longitude,Quantity,Date,Status
48.930-23.963,48.930,23.963,1,Mar-31,Hiden
49.967-24.054,49.967,24.054,5,Mar-31,Hiden
49.906-24.054,49.906,24.054,2,Mar-31,Hiden
48.747-24.237,48.747,24.237,2,Mar-31,Hiden
48.442-24.419,48.442,24.419,2,Mar-31,Hiden
48.320-24.419,48.320,24.419,6,Mar-31,Hiden
49.174-24.602,49.174,24.602,6,Mar-31,Hiden
48.747-24.602,48.747,24.602,1,Mar-31,Hiden
48.686-24.602,48.686,24.602,8,Mar-31,Hiden
48.869-24.784,48.869,24.784,6,Mar-31,Hiden
49.296-24.875,49.296,24.875,1,Mar-31,Hiden
49.235-24.875,49.235,24.875,1,Mar-31,Hiden
48.930-24.875,48.930,24.875,1,Mar-31,Hiden
48.869-24.875,48.869,24.875,4,Mar-31,Hiden
49.296-24.967,49.296,24.967,2,Mar-31,Hiden
48.564-24.967,48.564,24.967,2,Mar-31,Hiden
49.662-25.058,49.662,25.058,3,Mar-31,Hiden
49.601-25.058,49.601,25.058,5,Mar-31,Hiden
49.723-25.331,49.723,25.331,1,Mar-31,Hiden
49.418-25.514,49.418,25.514,3,Mar-31,Hiden
49.357-25.514,49.357,25.514,2,Mar-31,Hiden
49.662-25.605,49.662,25.605,4,Mar-31,Hiden
48.320-25.605,48.320,25.605,1,Mar-31,Hiden
48.259-25.605,48.259,25.605,2,Mar-31,Hiden
49.662-25.696,49.662,25.696,4,Mar-31,Hiden
48.259-25.696,48.259,25.696,2,Mar-31,Hiden
49.662-25.787,49.662,25.787,1,Mar-31,Hiden
49.174-25.787,49.174,25.787,1,Mar-31,Hiden
50.638-25.879,50.638,25.879,4,Mar-31,Hiden
50.516-26.061,50.516,26.061,1,Mar-31,Hiden
49.296-26.061,49.296,26.061,2,Mar-31,Hiden
48.747-26.061,48.747,26.061,1,Mar-31,Hiden
48.686-26.061,48.686,26.061,15,Mar-31,Hiden
48.503-26.061,48.503,26.061,2,Mar-31,Hiden
50.516-26.152,50.516,26.152,2,Mar-31,Hiden
48.503-26.152,48.503,26.152,5,Mar-31,Hiden
48.442-26.152,48.442,26.152,8,Mar-31,Hiden
48.503-26.243,48.503,26.243,8,Mar-31,Hiden
48.442-26.243,48.442,26.243,15,Mar-31,Hiden
48.381-26.243,48.381,26.243,7,Mar-31,Hiden
48.320-26.243,48.320,26.243,2,Mar-31,Hiden
48.442-26.335,48.442,26.335,1,Mar-31,Hiden
49.296-28.432,49.296,28.432,2,Mar-31,Hiden
49.296-28.524,49.296,28.524,2,Mar-31,Hiden
50.333-28.615,50.333,28.615,1,Mar-31,Hiden
49.113-28.615,49.113,28.615,4,Mar-31,Hiden
49.052-28.615,49.052,28.615,1,Mar-31,Hiden
49.113-28.706,49.113,28.706,1,Mar-31,Hiden
49.052-28.706,49.052,28.706,4,Mar-31,Hiden
49.479-28.797,49.479,28.797,8,Mar-31,Hiden
49.296-28.797,49.296,28.797,2,Mar-31,Hiden
48.869-28.888,48.869,28.888,2,Mar-31,Hiden
50.638-29.709,50.638,29.709,2,Mar-31,Hiden
50.882-30.074,50.882,30.074,2,Mar-31,Hiden
50.821-30.074,50.821,30.074,3,Mar-31,Hiden
50.455-30.074,50.455,30.074,1,Mar-31,Hiden
50.394-30.074,50.394,30.074,1,Mar-31,Hiden
50.882-30.165,50.882,30.165,2,Mar-31,Hiden
50.150-30.256,50.150,30.256,2,Mar-31,Hiden
49.723-30.256,49.723,30.256,2,Mar-31,Hiden
49.662-30.256,49.662,30.256,3,Mar-31,Hiden
50.150-30.348,50.150,30.348,9,Mar-31,Hiden
49.723-30.348,49.723,30.348,26,Mar-31,Hiden
49.662-30.348,49.662,30.348,11,Mar-31,Hiden
48.076-30.348,48.076,30.348,1,Mar-31,Hiden
50.211-30.439,50.211,30.439,3,Mar-31,Hiden
49.723-30.439,49.723,30.439,1,Mar-31,Hiden
50.211-30.530,50.211,30.530,3,Mar-31,Hiden
50.150-30.530,50.150,30.530,3,Mar-31,Hiden
50.089-30.530,50.089,30.530,4,Mar-31,Hiden
50.760-30.621,50.760,30.621,5,Mar-31,Hiden
50.699-30.621,50.699,30.621,3,Mar-31,Hiden
50.638-30.621,50.638,30.621,3,Mar-31,Hiden
50.516-30.621,50.516,30.621,7,Mar-31,Hiden
50.455-30.621,50.455,30.621,11,Mar-31,Hiden
50.394-30.621,50.394,30.621,3,Mar-31,Hiden
50.089-30.621,50.089,30.621,2,Mar-31,Hiden
50.577-30.712,50.577,30.712,3,Mar-31,Hiden
50.516-30.712,50.516,30.712,27,Mar-31,Hiden
50.455-30.712,50.455,30.712,4,Mar-31,Hiden
50.394-30.804,50.394,30.804,1,Mar-31,Hiden
50.333-30.804,50.333,30.804,6,Mar-31,Hiden
50.272-30.804,50.272,30.804,2,Mar-31,Hiden
49.418-30.804,49.418,30.804,1,Mar-31,Hiden
46.428-30.804,46.428,30.804,6,Mar-31,Hiden
49.479-30.895,49.479,30.895,4,Mar-31,Hiden
49.052-31.260,49.052,31.260,3,Mar-31,Hiden
51.370-31.351,51.370,31.351,1,Mar-31,Hiden
50.455-31.351,50.455,31.351,1,Mar-31,Hiden
49.174-31.533,49.174,31.533,3,Mar-31,Hiden
49.174-31.624,49.174,31.624,1,Mar-31,Hiden
49.052-31.624,49.052,31.624,3,Mar-31,Hiden
49.296-31.716,49.296,31.716,2,Mar-31,Hiden
49.479-31.898,49.479,31.898,1,Mar-31,Hiden
48.930-31.898,48.930,31.898,5,Mar-31,Hiden
49.418-31.989,49.418,31.989,4,Mar-31,Hiden
49.357-31.989,49.357,31.989,1,Mar-31,Hiden
50.150-32.080,50.150,32.080,1,Mar-31,Hiden
49.540-32.080,49.540,32.080,3,Mar-31,Hiden
49.479-32.080,49.479,32.080,1,Mar-31,Hiden
49.418-32.080,49.418,32.080,4,Mar-31,Hiden
49.540-32.172,49.540,32.172,2,Mar-31,Hiden
49.357-32.172,49.357,32.172,3,Mar-31,Hiden
49.296-32.172,49.296,32.172,1,Mar-31,Hiden
49.418-32.263,49.418,32.263,1,Mar-31,Hiden
49.357-32.263,49.357,32.263,1,Mar-31,Hiden
49.296-32.263,49.296,32.263,2,Mar-31,Hiden
49.235-32.263,49.235,32.263,3,Mar-31,Hiden
48.686-32.263,48.686,32.263,1,Mar-31,Hiden
50.516-32.445,50.516,32.445,1,Mar-31,Hiden
51.614-33.357,51.614,33.357,2,Mar-31,Hiden
51.431-33.631,51.431,33.631,2,Mar-31,Hiden
47.832-33.905,47.832,33.905,1,Mar-31,Hiden
51.614-33.996,51.614,33.996,1,Mar-31,Hiden
51.614-34.087,51.614,34.087,1,Mar-31,Hiden
49.723-34.634,49.723,34.634,3,Mar-31,Hiden
48.381-34.999,48.381,34.999,2,Mar-31,Hiden
48.381-35.090,48.381,35.090,5,Mar-31,Hiden
46.672-35.455,46.672,35.455,1,Mar-31,Hiden
46.611-35.455,46.611,35.455,3,Mar-31,Hiden
48.320-37.462,48.320,37.462,3,Mar-31,Hiden
49.967-24.054,49.967,24.054,7,Apr-1,Hiden
49.906-24.054,49.906,24.054,2,Apr-1,Hiden
48.747-24.237,48.747,24.237,1,Apr-1,Hiden
48.442-24.419,48.442,24.419,1,Apr-1,Hiden
48.381-24.419,48.381,24.419,1,Apr-1,Hiden
48.320-24.419,48.320,24.419,7,Apr-1,Hiden
49.174-24.602,49.174,24.602,8,Apr-1,Hiden
48.747-24.602,48.747,24.602,1,Apr-1,Hiden
48.686-24.602,48.686,24.602,7,Apr-1,Hiden
48.869-24.784,48.869,24.784,4,Apr-1,Hiden
49.296-24.875,49.296,24.875,1,Apr-1,Hiden
48.930-24.875,48.930,24.875,1,Apr-1,Hiden
48.869-24.875,48.869,24.875,5,Apr-1,Hiden
49.601-24.967,49.601,24.967,1,Apr-1,Hiden
49.296-24.967,49.296,24.967,2,Apr-1,Hiden
48.564-24.967,48.564,24.967,2,Apr-1,Hiden
49.662-25.058,49.662,25.058,4,Apr-1,Hiden
49.601-25.058,49.601,25.058,4,Apr-1,Hiden
49.418-25.514,49.418,25.514,2,Apr-1,Hiden
49.357-25.514,49.357,25.514,1,Apr-1,Hiden
49.662-25.605,49.662,25.605,3,Apr-1,Hiden
48.259-25.605,48.259,25.605,1,Apr-1,Hiden
49.662-25.696,49.662,25.696,4,Apr-1,Hiden
48.259-25.696,48.259,25.696,1,Apr-1,Hiden
49.662-25.787,49.662,25.787,1,Apr-1,Hiden
50.638-25.879,50.638,25.879,4,Apr-1,Hiden
50.516-26.061,50.516,26.061,1,Apr-1,Hiden
49.296-26.061,49.296,26.061,1,Apr-1,Hiden
48.747-26.061,48.747,26.061,1,Apr-1,Hiden
48.686-26.061,48.686,26.061,14,Apr-1,Hiden
48.503-26.061,48.503,26.061,5,Apr-1,Hiden
50.516-26.152,50.516,26.152,2,Apr-1,Hiden
48.503-26.152,48.503,26.152,6,Apr-1,Hiden
48.442-26.152,48.442,26.152,10,Apr-1,Hiden
48.503-26.243,48.503,26.243,9,Apr-1,Hiden
48.442-26.243,48.442,26.243,14,Apr-1,Hiden
48.381-26.243,48.381,26.243,5,Apr-1,Hiden
48.320-26.243,48.320,26.243,4,Apr-1,Hiden
49.296-28.432,49.296,28.432,2,Apr-1,Hiden
49.357-28.524,49.357,28.524,1,Apr-1,Hiden
49.296-28.524,49.296,28.524,3,Apr-1,Hiden
49.113-28.615,49.113,28.615,4,Apr-1,Hiden
49.052-28.615,49.052,28.615,1,Apr-1,Hiden
49.113-28.706,49.113,28.706,3,Apr-1,Hiden
49.052-28.706,49.052,28.706,5,Apr-1,Hiden
49.479-28.797,49.479,28.797,5,Apr-1,Hiden
49.296-28.797,49.296,28.797,4,Apr-1,Hiden
48.869-28.888,48.869,28.888,1,Apr-1,Hiden
50.638-29.709,50.638,29.709,1,Apr-1,Hiden
50.882-30.074,50.882,30.074,2,Apr-1,Hiden
50.821-30.074,50.821,30.074,3,Apr-1,Hiden
50.455-30.074,50.455,30.074,1,Apr-1,Hiden
50.394-30.074,50.394,30.074,1,Apr-1,Hiden
50.882-30.165,50.882,30.165,3,Apr-1,Hiden
50.821-30.165,50.821,30.165,1,Apr-1,Hiden
50.150-30.256,50.150,30.256,5,Apr-1,Hiden
49.723-30.256,49.723,30.256,1,Apr-1,Hiden
49.662-30.256,49.662,30.256,4,Apr-1,Hiden
50.150-30.348,50.150,30.348,9,Apr-1,Hiden
49.723-30.348,49.723,30.348,24,Apr-1,Hiden
49.662-30.348,49.662,30.348,10,Apr-1,Hiden
50.211-30.439,50.211,30.439,5,Apr-1,Hiden
50.150-30.439,50.150,30.439,1,Apr-1,Hiden
49.723-30.439,49.723,30.439,2,Apr-1,Hiden
50.455-30.530,50.455,30.530,2,Apr-1,Hiden
50.211-30.530,50.211,30.530,3,Apr-1,Hiden
50.150-30.530,50.150,30.530,4,Apr-1,Hiden
50.089-30.530,50.089,30.530,5,Apr-1,Hiden
50.760-30.621,50.760,30.621,6,Apr-1,Hiden
50.699-30.621,50.699,30.621,3,Apr-1,Hiden
50.638-30.621,50.638,30.621,5,Apr-1,Hiden
50.516-30.621,50.516,30.621,10,Apr-1,Hiden
50.455-30.621,50.455,30.621,10,Apr-1,Hiden
50.394-30.621,50.394,30.621,3,Apr-1,Hiden
50.089-30.621,50.089,30.621,3,Apr-1,Hiden
50.577-30.712,50.577,30.712,3,Apr-1,Hiden
50.516-30.712,50.516,30.712,30,Apr-1,Hiden
50.455-30.712,50.455,30.712,3,Apr-1,Hiden
50.394-30.804,50.394,30.804,1,Apr-1,Hiden
50.333-30.804,50.333,30.804,5,Apr-1,Hiden
50.272-30.804,50.272,30.804,4,Apr-1,Hiden
49.418-30.804,49.418,30.804,1,Apr-1,Hiden
46.428-30.804,46.428,30.804,7,Apr-1,Hiden
49.479-30.895,49.479,30.895,3,Apr-1,Hiden
49.052-31.260,49.052,31.260,2,Apr-1,Hiden
49.174-31.533,49.174,31.533,2,Apr-1,Hiden
49.174-31.624,49.174,31.624,1,Apr-1,Hiden
49.052-31.624,49.052,31.624,3,Apr-1,Hiden
49.296-31.716,49.296,31.716,1,Apr-1,Hiden
49.479-31.898,49.479,31.898,1,Apr-1,Hiden
48.930-31.898,48.930,31.898,8,Apr-1,Hiden
49.418-31.989,49.418,31.989,2,Apr-1,Hiden
49.357-31.989,49.357,31.989,1,Apr-1,Hiden
50.150-32.080,50.150,32.080,2,Apr-1,Hiden
49.540-32.080,49.540,32.080,2,Apr-1,Hiden
49.479-32.080,49.479,32.080,1,Apr-1,Hiden
49.418-32.080,49.418,32.080,7,Apr-1,Hiden
49.540-32.172,49.540,32.172,2,Apr-1,Hiden
49.357-32.172,49.357,32.172,5,Apr-1,Hiden
49.418-32.263,49.418,32.263,1,Apr-1,Hiden
49.357-32.263,49.357,32.263,2,Apr-1,Hiden
49.296-32.263,49.296,32.263,2,Apr-1,Hiden
49.235-32.263,49.235,32.263,2,Apr-1,Hiden
48.747-32.263,48.747,32.263,1,Apr-1,Hiden
48.686-32.263,48.686,32.263,1,Apr-1,Hiden
50.516-32.445,50.516,32.445,1,Apr-1,Hiden
51.614-33.357,51.614,33.357,2,Apr-1,Hiden
51.431-33.631,51.431,33.631,2,Apr-1,Hiden
47.832-33.905,47.832,33.905,2,Apr-1,Hiden
49.723-34.634,49.723,34.634,6,Apr-1,Hiden
48.381-34.999,48.381,34.999,2,Apr-1,Hiden
48.381-35.090,48.381,35.090,8,Apr-1,Hiden
46.672-35.455,46.672,35.455,2,Apr-1,Hiden
46.611-35.455,46.611,35.455,5,Apr-1,Hiden
48.320-37.462,48.320,37.462,5,Apr-1,Hiden
48.259-37.462,48.259,37.462,1,Apr-1,Hiden
49.967-23.963,49.967,23.963,1,Apr-2,Hiden
49.967-24.054,49.967,24.054,6,Apr-2,Hiden
49.906-24.054,49.906,24.054,5,Apr-2,Hiden
48.747-24.237,48.747,24.237,1,Apr-2,Hiden
48.442-24.419,48.442,24.419,1,Apr-2,Hiden
48.381-24.419,48.381,24.419,1,Apr-2,Hiden
48.320-24.419,48.320,24.419,7,Apr-2,Hiden
49.235-24.602,49.235,24.602,1,Apr-2,Hiden
49.174-24.602,49.174,24.602,9,Apr-2,Hiden
48.747-24.602,48.747,24.602,1,Apr-2,Hiden
48.686-24.602,48.686,24.602,10,Apr-2,Hiden
48.686-24.693,48.686,24.693,1,Apr-2,Hiden
48.869-24.784,48.869,24.784,3,Apr-2,Hiden
49.296-24.875,49.296,24.875,2,Apr-2,Hiden
48.869-24.875,48.869,24.875,4,Apr-2,Hiden
49.662-24.967,49.662,24.967,1,Apr-2,Hiden
49.601-24.967,49.601,24.967,1,Apr-2,Hiden
49.296-24.967,49.296,24.967,3,Apr-2,Hiden
48.564-24.967,48.564,24.967,1,Apr-2,Hiden
49.662-25.058,49.662,25.058,3,Apr-2,Hiden
49.601-25.058,49.601,25.058,5,Apr-2,Hiden
49.418-25.514,49.418,25.514,1,Apr-2,Hiden
49.662-25.605,49.662,25.605,6,Apr-2,Hiden
48.259-25.605,48.259,25.605,1,Apr-2,Hiden
49.662-25.696,49.662,25.696,5,Apr-2,Hiden
48.259-25.696,48.259,25.696,1,Apr-2,Hiden
50.638-25.879,50.638,25.879,3,Apr-2,Hiden
48.686-25.970,48.686,25.970,1,Apr-2,Hiden
50.516-26.061,50.516,26.061,3,Apr-2,Hiden
49.296-26.061,49.296,26.061,1,Apr-2,Hiden
48.747-26.061,48.747,26.061,4,Apr-2,Hiden
48.686-26.061,48.686,26.061,16,Apr-2,Hiden
48.503-26.061,48.503,26.061,4,Apr-2,Hiden
50.516-26.152,50.516,26.152,2,Apr-2,Hiden
48.503-26.152,48.503,26.152,6,Apr-2,Hiden
48.442-26.152,48.442,26.152,9,Apr-2,Hiden
48.503-26.243,48.503,26.243,10,Apr-2,Hiden
48.442-26.243,48.442,26.243,16,Apr-2,Hiden
48.381-26.243,48.381,26.243,6,Apr-2,Hiden
48.320-26.243,48.320,26.243,5,Apr-2,Hiden
49.296-28.432,49.296,28.432,3,Apr-2,Hiden
49.357-28.524,49.357,28.524,1,Apr-2,Hiden
49.296-28.524,49.296,28.524,4,Apr-2,Hiden
49.113-28.615,49.113,28.615,10,Apr-2,Hiden
49.052-28.615,49.052,28.615,1,Apr-2,Hiden
49.113-28.706,49.113,28.706,3,Apr-2,Hiden
49.052-28.706,49.052,28.706,7,Apr-2,Hiden
49.479-28.797,49.479,28.797,4,Apr-2,Hiden
49.296-28.797,49.296,28.797,3,Apr-2,Hiden
48.869-28.888,48.869,28.888,1,Apr-2,Hiden
48.808-28.888,48.808,28.888,1,Apr-2,Hiden
50.638-29.709,50.638,29.709,2,Apr-2,Hiden
50.882-30.074,50.882,30.074,3,Apr-2,Hiden
50.821-30.074,50.821,30.074,2,Apr-2,Hiden
50.455-30.074,50.455,30.074,1,Apr-2,Hiden
50.882-30.165,50.882,30.165,3,Apr-2,Hiden
50.821-30.165,50.821,30.165,4,Apr-2,Hiden
50.394-30.165,50.394,30.165,1,Apr-2,Hiden
50.150-30.256,50.150,30.256,10,Apr-2,Hiden
49.784-30.256,49.784,30.256,1,Apr-2,Hiden
49.723-30.256,49.723,30.256,3,Apr-2,Hiden
49.662-30.256,49.662,30.256,3,Apr-2,Hiden
50.150-30.348,50.150,30.348,11,Apr-2,Hiden
49.723-30.348,49.723,30.348,21,Apr-2,Hiden
49.662-30.348,49.662,30.348,8,Apr-2,Hiden
50.211-30.439,50.211,30.439,5,Apr-2,Hiden
50.150-30.439,50.150,30.439,1,Apr-2,Hiden
49.723-30.439,49.723,30.439,1,Apr-2,Hiden
50.455-30.530,50.455,30.530,4,Apr-2,Hiden
50.211-30.530,50.211,30.530,4,Apr-2,Hiden
50.150-30.530,50.150,30.530,4,Apr-2,Hiden
50.089-30.530,50.089,30.530,4,Apr-2,Hiden
50.760-30.621,50.760,30.621,5,Apr-2,Hiden
50.699-30.621,50.699,30.621,5,Apr-2,Hiden
50.638-30.621,50.638,30.621,4,Apr-2,Hiden
50.516-30.621,50.516,30.621,10,Apr-2,Hiden
50.455-30.621,50.455,30.621,13,Apr-2,Hiden
50.394-30.621,50.394,30.621,2,Apr-2,Hiden
50.089-30.621,50.089,30.621,2,Apr-2,Hiden
50.577-30.712,50.577,30.712,2,Apr-2,Hiden
50.516-30.712,50.516,30.712,29,Apr-2,Hiden
50.455-30.712,50.455,30.712,3,Apr-2,Hiden
50.516-30.804,50.516,30.804,2,Apr-2,Hiden
50.333-30.804,50.333,30.804,4,Apr-2,Hiden
50.272-30.804,50.272,30.804,5,Apr-2,Hiden
49.418-30.804,49.418,30.804,1,Apr-2,Hiden
46.428-30.804,46.428,30.804,8,Apr-2,Hiden
50.272-30.895,50.272,30.895,1,Apr-2,Hiden
49.479-30.895,49.479,30.895,2,Apr-2,Hiden
46.367-30.895,46.367,30.895,1,Apr-2,Hiden
49.052-31.168,49.052,31.168,1,Apr-2,Hiden
49.052-31.260,49.052,31.260,3,Apr-2,Hiden
49.174-31.533,49.174,31.533,2,Apr-2,Hiden
49.174-31.624,49.174,31.624,1,Apr-2,Hiden
49.052-31.624,49.052,31.624,4,Apr-2,Hiden
48.930-31.898,48.930,31.898,9,Apr-2,Hiden
49.418-31.989,49.418,31.989,2,Apr-2,Hiden
49.357-31.989,49.357,31.989,2,Apr-2,Hiden
50.150-32.080,50.150,32.080,1,Apr-2,Hiden
49.540-32.080,49.540,32.080,2,Apr-2,Hiden
49.418-32.080,49.418,32.080,10,Apr-2,Hiden
49.357-32.172,49.357,32.172,4,Apr-2,Hiden
49.418-32.263,49.418,32.263,1,Apr-2,Hiden
49.357-32.263,49.357,32.263,2,Apr-2,Hiden
49.296-32.263,49.296,32.263,2,Apr-2,Hiden
49.235-32.263,49.235,32.263,2,Apr-2,Hiden
48.747-32.263,48.747,32.263,1,Apr-2,Hiden
48.686-32.263,48.686,32.263,2,Apr-2,Hiden
50.516-32.354,50.516,32.354,1,Apr-2,Hiden
50.516-32.445,50.516,32.445,1,Apr-2,Hiden
51.614-33.357,51.614,33.357,1,Apr-2,Hiden
51.431-33.631,51.431,33.631,2,Apr-2,Hiden
47.832-33.905,47.832,33.905,2,Apr-2,Hiden
49.723-34.634,49.723,34.634,4,Apr-2,Hiden
49.662-34.634,49.662,34.634,1,Apr-2,Hiden
48.381-34.999,48.381,34.999,1,Apr-2,Hiden
48.442-35.090,48.442,35.090,2,Apr-2,Hiden
48.381-35.090,48.381,35.090,7,Apr-2,Hiden
46.672-35.455,46.672,35.455,1,Apr-2,Hiden
46.611-35.455,46.611,35.455,4,Apr-2,Hiden
48.320-37.462,48.320,37.462,4,Apr-2,Hiden
48.259-37.462,48.259,37.462,2,Apr-2,Hiden
49.967-23.963,49.967,23.963,1,Apr-3,Hiden
49.906-23.963,49.906,23.963,1,Apr-3,Hiden
49.967-24.054,49.967,24.054,5,Apr-3,Hiden
49.906-24.054,49.906,24.054,4,Apr-3,Hiden
48.747-24.237,48.747,24.237,1,Apr-3,Hiden
48.442-24.419,48.442,24.419,2,Apr-3,Hiden
48.381-24.419,48.381,24.419,2,Apr-3,Hiden
48.320-24.419,48.320,24.419,3,Apr-3,Hiden
49.235-24.602,49.235,24.602,3,Apr-3,Hiden
49.174-24.602,49.174,24.602,13,Apr-3,Hiden
48.747-24.602,48.747,24.602,3,Apr-3,Hiden
48.686-24.602,48.686,24.602,13,Apr-3,Hiden
48.686-24.693,48.686,24.693,1,Apr-3,Hiden
48.869-24.784,48.869,24.784,2,Apr-3,Hiden
49.296-24.875,49.296,24.875,3,Apr-3,Hiden
48.869-24.875,48.869,24.875,4,Apr-3,Hiden
49.662-24.967,49.662,24.967,2,Apr-3,Hiden
49.296-24.967,49.296,24.967,3,Apr-3,Hiden
48.564-24.967,48.564,24.967,2,Apr-3,Hiden
49.662-25.058,49.662,25.058,4,Apr-3,Hiden
49.601-25.058,49.601,25.058,9,Apr-3,Hiden
49.418-25.514,49.418,25.514,2,Apr-3,Hiden
49.662-25.605,49.662,25.605,6,Apr-3,Hiden
49.662-25.696,49.662,25.696,6,Apr-3,Hiden
48.259-25.696,48.259,25.696,1,Apr-3,Hiden
50.638-25.879,50.638,25.879,5,Apr-3,Hiden
48.686-25.970,48.686,25.970,1,Apr-3,Hiden
50.516-26.061,50.516,26.061,4,Apr-3,Hiden
49.296-26.061,49.296,26.061,1,Apr-3,Hiden
48.747-26.061,48.747,26.061,6,Apr-3,Hiden
48.686-26.061,48.686,26.061,21,Apr-3,Hiden
48.503-26.061,48.503,26.061,3,Apr-3,Hiden
50.516-26.152,50.516,26.152,1,Apr-3,Hiden
48.503-26.152,48.503,26.152,11,Apr-3,Hiden
48.442-26.152,48.442,26.152,10,Apr-3,Hiden
48.503-26.243,48.503,26.243,14,Apr-3,Hiden
48.442-26.243,48.442,26.243,18,Apr-3,Hiden
48.381-26.243,48.381,26.243,8,Apr-3,Hiden
48.320-26.243,48.320,26.243,7,Apr-3,Hiden
48.381-26.335,48.381,26.335,1,Apr-3,Hiden
49.357-28.432,49.357,28.432,1,Apr-3,Hiden
49.296-28.432,49.296,28.432,2,Apr-3,Hiden
49.357-28.524,49.357,28.524,1,Apr-3,Hiden
49.296-28.524,49.296,28.524,6,Apr-3,Hiden
49.113-28.524,49.113,28.524,1,Apr-3,Hiden
49.113-28.615,49.113,28.615,19,Apr-3,Hiden
49.052-28.615,49.052,28.615,1,Apr-3,Hiden
49.113-28.706,49.113,28.706,2,Apr-3,Hiden
49.052-28.706,49.052,28.706,6,Apr-3,Hiden
49.479-28.797,49.479,28.797,6,Apr-3,Hiden
49.296-28.797,49.296,28.797,6,Apr-3,Hiden
48.869-28.888,48.869,28.888,1,Apr-3,Hiden
48.808-28.888,48.808,28.888,1,Apr-3,Hiden
50.638-29.709,50.638,29.709,2,Apr-3,Hiden
50.882-30.074,50.882,30.074,4,Apr-3,Hiden
50.821-30.074,50.821,30.074,1,Apr-3,Hiden
50.455-30.074,50.455,30.074,1,Apr-3,Hiden
50.882-30.165,50.882,30.165,4,Apr-3,Hiden
50.821-30.165,50.821,30.165,8,Apr-3,Hiden
50.394-30.165,50.394,30.165,1,Apr-3,Hiden
50.150-30.256,50.150,30.256,13,Apr-3,Hiden
49.784-30.256,49.784,30.256,2,Apr-3,Hiden
49.723-30.256,49.723,30.256,2,Apr-3,Hiden
49.662-30.256,49.662,30.256,3,Apr-3,Hiden
50.150-30.348,50.150,30.348,7,Apr-3,Hiden
49.784-30.348,49.784,30.348,1,Apr-3,Hiden
49.723-30.348,49.723,30.348,23,Apr-3,Hiden
49.662-30.348,49.662,30.348,8,Apr-3,Hiden
50.211-30.439,50.211,30.439,9,Apr-3,Hiden
50.150-30.439,50.150,30.439,3,Apr-3,Hiden
49.723-30.439,49.723,30.439,1,Apr-3,Hiden
50.455-30.530,50.455,30.530,6,Apr-3,Hiden
50.211-30.530,50.211,30.530,6,Apr-3,Hiden
50.150-30.530,50.150,30.530,3,Apr-3,Hiden
50.089-30.530,50.089,30.530,3,Apr-3,Hiden
50.760-30.621,50.760,30.621,4,Apr-3,Hiden
50.699-30.621,50.699,30.621,3,Apr-3,Hiden
50.638-30.621,50.638,30.621,5,Apr-3,Hiden
50.516-30.621,50.516,30.621,13,Apr-3,Hiden
50.455-30.621,50.455,30.621,10,Apr-3,Hiden
50.394-30.621,50.394,30.621,2,Apr-3,Hiden
50.577-30.712,50.577,30.712,5,Apr-3,Hiden
50.516-30.712,50.516,30.712,24,Apr-3,Hiden
50.455-30.712,50.455,30.712,3,Apr-3,Hiden
50.516-30.804,50.516,30.804,3,Apr-3,Hiden
50.333-30.804,50.333,30.804,4,Apr-3,Hiden
50.272-30.804,50.272,30.804,9,Apr-3,Hiden
49.418-30.804,49.418,30.804,2,Apr-3,Hiden
46.428-30.804,46.428,30.804,7,Apr-3,Hiden
50.272-30.895,50.272,30.895,2,Apr-3,Hiden
49.479-30.895,49.479,30.895,1,Apr-3,Hiden
46.367-30.895,46.367,30.895,1,Apr-3,Hiden
49.052-31.168,49.052,31.168,1,Apr-3,Hiden
49.052-31.260,49.052,31.260,4,Apr-3,Hiden
49.174-31.533,49.174,31.533,1,Apr-3,Hiden
49.052-31.624,49.052,31.624,5,Apr-3,Hiden
48.930-31.898,48.930,31.898,7,Apr-3,Hiden
49.418-31.989,49.418,31.989,2,Apr-3,Hiden
49.357-31.989,49.357,31.989,1,Apr-3,Hiden
49.540-32.080,49.540,32.080,1,Apr-3,Hiden
49.418-32.080,49.418,32.080,9,Apr-3,Hiden
49.357-32.172,49.357,32.172,2,Apr-3,Hiden
49.418-32.263,49.418,32.263,2,Apr-3,Hiden
49.357-32.263,49.357,32.263,1,Apr-3,Hiden
49.296-32.263,49.296,32.263,1,Apr-3,Hiden
49.235-32.263,49.235,32.263,1,Apr-3,Hiden
48.747-32.263,48.747,32.263,1,Apr-3,Hiden
48.686-32.263,48.686,32.263,2,Apr-3,Hiden
50.516-32.354,50.516,32.354,1,Apr-3,Hiden
50.516-32.445,50.516,32.445,2,Apr-3,Hiden
51.614-33.357,51.614,33.357,1,Apr-3,Hiden
51.431-33.631,51.431,33.631,2,Apr-3,Hiden
47.832-33.905,47.832,33.905,3,Apr-3,Hiden
49.662-34.543,49.662,34.543,1,Apr-3,Hiden
49.723-34.634,49.723,34.634,7,Apr-3,Hiden
49.662-34.634,49.662,34.634,1,Apr-3,Hiden
48.381-34.999,48.381,34.999,3,Apr-3,Hiden
48.442-35.090,48.442,35.090,7,Apr-3,Hiden
48.381-35.090,48.381,35.090,11,Apr-3,Hiden
46.672-35.455,46.672,35.455,2,Apr-3,Hiden
46.611-35.455,46.611,35.455,4,Apr-3,Hiden
48.320-37.462,48.320,37.462,1,Apr-3,Hiden
